pair_id,cluster,method,TM1_max,TM2_max,TM1_mean,TM2_mean,TMdiff_max,TMdiff_mean,n_models,n_toward_f1,n_toward_f2,vote_frac_f1,pref,TMdiff_centered,pref_centered,pair_median_used,t1_recall,t2_recall,metric_used,ddg_bias_mean,ddg_bias_std,ddg_sum_F1_mean,ddg_sum_F2_mean
4rwqB_4rwnA,ShallowMsa_043,ESM,0.904,0.9017,0.904,0.9017,0.0024,0.0024,1,1,0,1.0,Amb,0.0581,F1,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_044,ESM,0.8997,0.9724,0.8997,0.9724,-0.0726,-0.0726,1,0,1,0.0,F2,-0.0169,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_045,ESM,0.8934,0.9651,0.8934,0.9651,-0.0717,-0.0717,1,0,1,0.0,F2,-0.016,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_046,ESM,0.8935,0.9625,0.8935,0.9625,-0.069,-0.069,1,0,1,0.0,F2,-0.0133,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_047,ESM,0.7529,0.7526,0.7529,0.7526,0.0003,0.0003,1,1,0,1.0,Amb,0.056,F1,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_048,ESM,0.8256,0.8745,0.8256,0.8745,-0.0489,-0.0489,1,0,1,0.0,Amb,0.0068,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_049,ESM,0.7905,0.864,0.7905,0.864,-0.0734,-0.0734,1,0,1,0.0,F2,-0.0177,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_050,ESM,0.8851,0.9396,0.8851,0.9396,-0.0545,-0.0545,1,0,1,0.0,F2,0.0012,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_051,ESM,0.8991,0.8956,0.8991,0.8956,0.0036,0.0036,1,1,0,1.0,Amb,0.0593,F1,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_052,ESM,0.7307,0.7329,0.7307,0.7329,-0.0022,-0.0022,1,0,1,0.0,Amb,0.0535,F1,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_053,ESM,0.8439,0.8455,0.8439,0.8455,-0.0016,-0.0016,1,0,1,0.0,Amb,0.0541,F1,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_054,ESM,0.6667,0.7604,0.6667,0.7604,-0.0937,-0.0937,1,0,1,0.0,F2,-0.038,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_055,ESM,0.8669,0.9261,0.8669,0.9261,-0.0592,-0.0592,1,0,1,0.0,F2,-0.0035,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_056,ESM,0.9024,0.9301,0.9024,0.9301,-0.0277,-0.0277,1,0,1,0.0,Amb,0.028,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_057,ESM,0.8812,0.9374,0.8812,0.9374,-0.0563,-0.0563,1,0,1,0.0,F2,-0.0006,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_058,ESM,0.9039,0.9306,0.9039,0.9306,-0.0266,-0.0266,1,0,1,0.0,Amb,0.0291,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_059,ESM,0.8574,0.8619,0.8574,0.8619,-0.0045,-0.0045,1,0,1,0.0,Amb,0.0512,F1,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_060,ESM,0.9498,0.9449,0.9498,0.9449,0.0049,0.0049,1,1,0,1.0,Amb,0.0606,F1,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_061,ESM,0.8787,0.9322,0.8787,0.9322,-0.0535,-0.0535,1,0,1,0.0,F2,0.0022,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_062,ESM,0.8313,0.9033,0.8313,0.9033,-0.072,-0.072,1,0,1,0.0,F2,-0.0163,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_063,ESM,0.8898,0.9758,0.8898,0.9758,-0.086,-0.086,1,0,1,0.0,F2,-0.0303,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_064,ESM,0.8787,0.9167,0.8787,0.9167,-0.0379,-0.0379,1,0,1,0.0,Amb,0.0178,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_065,ESM,0.8937,0.9258,0.8937,0.9258,-0.0321,-0.0321,1,0,1,0.0,Amb,0.0236,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_066,ESM,0.8701,0.9369,0.8701,0.9369,-0.0668,-0.0668,1,0,1,0.0,F2,-0.0111,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_067,ESM,0.8864,0.9568,0.8864,0.9568,-0.0704,-0.0704,1,0,1,0.0,F2,-0.0147,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_068,ESM,0.8816,0.9431,0.8816,0.9431,-0.0615,-0.0615,1,0,1,0.0,F2,-0.0058,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_069,ESM,0.9026,0.8994,0.9026,0.8994,0.0032,0.0032,1,1,0,1.0,Amb,0.0589,F1,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_070,ESM,0.906,0.9618,0.906,0.9618,-0.0559,-0.0559,1,0,1,0.0,F2,-0.0002,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_071,ESM,0.8968,0.9787,0.8968,0.9787,-0.082,-0.082,1,0,1,0.0,F2,-0.0263,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_072,ESM,0.8287,0.8718,0.8287,0.8718,-0.0431,-0.0431,1,0,1,0.0,Amb,0.0126,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_073,ESM,0.8788,0.9343,0.8788,0.9343,-0.0555,-0.0555,1,0,1,0.0,F2,0.0002,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_074,ESM,0.8754,0.9443,0.8754,0.9443,-0.0689,-0.0689,1,0,1,0.0,F2,-0.0132,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_075,ESM,0.9061,0.9173,0.9061,0.9173,-0.0112,-0.0112,1,0,1,0.0,Amb,0.0445,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_076,ESM,0.8823,0.9276,0.8823,0.9276,-0.0453,-0.0453,1,0,1,0.0,Amb,0.0104,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_077,ESM,0.8092,0.8911,0.8092,0.8911,-0.082,-0.082,1,0,1,0.0,F2,-0.0263,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_078,ESM,0.868,0.9048,0.868,0.9048,-0.0368,-0.0368,1,0,1,0.0,Amb,0.0189,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_079,ESM,0.8724,0.9145,0.8724,0.9145,-0.0421,-0.0421,1,0,1,0.0,Amb,0.0136,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_080,ESM,0.8758,0.9333,0.8758,0.9333,-0.0575,-0.0575,1,0,1,0.0,F2,-0.0018,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_081,ESM,0.8841,0.9546,0.8841,0.9546,-0.0705,-0.0705,1,0,1,0.0,F2,-0.0148,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_082,ESM,0.8981,0.9037,0.8981,0.9037,-0.0056,-0.0056,1,0,1,0.0,Amb,0.0501,F1,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_083,ESM,0.8652,0.9203,0.8652,0.9203,-0.0551,-0.0551,1,0,1,0.0,F2,0.0006,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_084,ESM,0.8838,0.9335,0.8838,0.9335,-0.0496,-0.0496,1,0,1,0.0,Amb,0.0061,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_085,ESM,0.8764,0.9253,0.8764,0.9253,-0.0489,-0.0489,1,0,1,0.0,Amb,0.0068,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_086,ESM,0.9124,0.9098,0.9124,0.9098,0.0026,0.0026,1,1,0,1.0,Amb,0.0583,F1,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_087,ESM,0.843,0.9025,0.843,0.9025,-0.0595,-0.0595,1,0,1,0.0,F2,-0.0038,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_088,ESM,0.8439,0.9026,0.8439,0.9026,-0.0587,-0.0587,1,0,1,0.0,F2,-0.003,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_089,ESM,0.8517,0.8999,0.8517,0.8999,-0.0482,-0.0482,1,0,1,0.0,Amb,0.0075,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_090,ESM,0.8703,0.9393,0.8703,0.9393,-0.069,-0.069,1,0,1,0.0,F2,-0.0133,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_091,ESM,0.8876,0.9087,0.8876,0.9087,-0.0211,-0.0211,1,0,1,0.0,Amb,0.0346,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_092,ESM,0.8978,0.9002,0.8978,0.9002,-0.0024,-0.0024,1,0,1,0.0,Amb,0.0533,F1,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_093,ESM,0.8623,0.8961,0.8623,0.8961,-0.0337,-0.0337,1,0,1,0.0,Amb,0.022,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_094,ESM,0.8291,0.8736,0.8291,0.8736,-0.0445,-0.0445,1,0,1,0.0,Amb,0.0112,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,ShallowMsa_095,ESM,0.7972,0.848,0.7972,0.848,-0.0509,-0.0509,1,0,1,0.0,F2,0.0048,Amb,-0.0557,,,,,,,
4rwqB_4rwnA,DeepMsa,MSAT,0.1648,0.1683,0.1648,0.1683,-0.0035,-0.0035,1,0,1,0.0,Amb,-0.0035,Amb,0.0,0.1648,0.1683,t_recall,,,,
4rwqB_4rwnA,ShallowMsa_000,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,
4rwqB_4rwnA,ShallowMsa_001,MSAT,0.0421,0.0388,0.0421,0.0388,0.0033,0.0033,1,1,0,1.0,Amb,0.0033,Amb,0.0,0.0421,0.0388,t_recall,,,,
4rwqB_4rwnA,ShallowMsa_002,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,
4rwqB_4rwnA,ShallowMsa_003,MSAT,0.002,0.0,0.002,0.0,0.002,0.002,1,1,0,1.0,Amb,0.002,Amb,0.0,0.002,0.0,t_recall,,,,
4rwqB_4rwnA,ShallowMsa_004,MSAT,0.002,0.0041,0.002,0.0041,-0.0021,-0.0021,1,0,1,0.0,Amb,-0.0021,Amb,0.0,0.002,0.0041,t_recall,,,,
4rwqB_4rwnA,ShallowMsa_005,MSAT,0.0115,0.0117,0.0115,0.0117,-0.0002,-0.0002,1,0,1,0.0,Amb,-0.0002,Amb,0.0,0.0115,0.0117,t_recall,,,,
4rwqB_4rwnA,ShallowMsa_006,MSAT,0.025,0.0195,0.025,0.0195,0.0055,0.0055,1,1,0,1.0,Amb,0.0055,Amb,0.0,0.025,0.0195,t_recall,,,,
4rwqB_4rwnA,ShallowMsa_007,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,
4rwqB_4rwnA,ShallowMsa_008,MSAT,0.0268,0.029,0.0268,0.029,-0.0022,-0.0022,1,0,1,0.0,Amb,-0.0022,Amb,0.0,0.0268,0.029,t_recall,,,,
4rwqB_4rwnA,ShallowMsa_009,MSAT,0.0041,0.0062,0.0041,0.0062,-0.0021,-0.0021,1,0,1,0.0,Amb,-0.0021,Amb,0.0,0.0041,0.0062,t_recall,,,,
4rwqB_4rwnA,ShallowMsa_010,MSAT,0.0103,0.0106,0.0103,0.0106,-0.0003,-0.0003,1,0,1,0.0,Amb,-0.0003,Amb,0.0,0.0103,0.0106,t_recall,,,,
4rwqB_4rwnA,DeepMsa,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,
4rwqB_4rwnA,ShallowMsa_000,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,
4rwqB_4rwnA,ShallowMsa_001,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,
4rwqB_4rwnA,ShallowMsa_002,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,
4rwqB_4rwnA,ShallowMsa_003,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,
4rwqB_4rwnA,ShallowMsa_004,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,
4rwqB_4rwnA,ShallowMsa_005,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,
4rwqB_4rwnA,ShallowMsa_006,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,
4rwqB_4rwnA,ShallowMsa_007,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,
4rwqB_4rwnA,ShallowMsa_008,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,
4rwqB_4rwnA,ShallowMsa_009,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,
4rwqB_4rwnA,ShallowMsa_010,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,
4rwqB_4rwnA,ShallowMsa_000,DDG,-62.5029,-75.8522,-62.5029,-75.8522,13.3493,13.3493,10,10,0,1.0,F1,-2.5407,F2,15.89,,,ddg_kcal_per_mol(delta=1.0),13.3493,5.1037,62.5029,75.8522
4rwqB_4rwnA,ShallowMsa_001,DDG,-68.6334,-86.5543,-68.6334,-86.5543,17.9209,17.9209,10,10,0,1.0,F1,2.0309,F1,15.89,,,ddg_kcal_per_mol(delta=1.0),17.9209,6.3092,68.6334,86.5543
4rwqB_4rwnA,ShallowMsa_002,DDG,-45.074,-56.3507,-45.074,-56.3507,11.2766,11.2766,10,10,0,1.0,F1,-4.6134,F2,15.89,,,ddg_kcal_per_mol(delta=1.0),11.2766,7.7889,45.074,56.3507
4rwqB_4rwnA,ShallowMsa_003,DDG,-58.9587,-71.9792,-58.9587,-71.9792,13.0205,13.0205,10,10,0,1.0,F1,-2.8695,F2,15.89,,,ddg_kcal_per_mol(delta=1.0),13.0205,4.8692,58.9587,71.9792
4rwqB_4rwnA,ShallowMsa_004,DDG,-68.6602,-81.5176,-68.6602,-81.5176,12.8574,12.8574,10,10,0,1.0,F1,-3.0326,F2,15.89,,,ddg_kcal_per_mol(delta=1.0),12.8574,3.2828,68.6602,81.5176
4rwqB_4rwnA,ShallowMsa_005,DDG,-52.377,-66.6019,-52.377,-66.6019,14.2248,14.2248,10,10,0,1.0,F1,-1.6652,F2,15.89,,,ddg_kcal_per_mol(delta=1.0),14.2248,6.7672,52.377,66.6019
4rwqB_4rwnA,ShallowMsa_006,DDG,-73.4476,-89.42,-73.4476,-89.42,15.9723,15.9723,10,10,0,1.0,F1,0.0823,Amb,15.89,,,ddg_kcal_per_mol(delta=1.0),15.9723,3.0548,73.4476,89.42
4rwqB_4rwnA,ShallowMsa_007,DDG,-69.5987,-87.6047,-69.5987,-87.6047,18.006,18.006,10,10,0,1.0,F1,2.116,F1,15.89,,,ddg_kcal_per_mol(delta=1.0),18.006,6.3616,69.5987,87.6047
4rwqB_4rwnA,ShallowMsa_008,DDG,-64.9349,-80.6682,-64.9349,-80.6682,15.7333,15.7333,10,10,0,1.0,F1,-0.1567,Amb,15.89,,,ddg_kcal_per_mol(delta=1.0),15.7333,5.9566,64.9349,80.6682
4rwqB_4rwnA,ShallowMsa_009,DDG,-72.3931,-88.0212,-72.3931,-88.0212,15.6281,15.6281,10,10,0,1.0,F1,-0.2619,Amb,15.89,,,ddg_kcal_per_mol(delta=1.0),15.6281,7.6739,72.3931,88.0212
4rwqB_4rwnA,ShallowMsa_010,DDG,-47.3046,-62.3702,-47.3046,-62.3702,15.0656,15.0656,10,10,0,1.0,F1,-0.8244,Amb,15.89,,,ddg_kcal_per_mol(delta=1.0),15.0656,5.3419,47.3046,62.3702
4rwqB_4rwnA,ShallowMsa_011,DDG,-60.674,-74.9371,-60.674,-74.9371,14.2631,14.2631,10,10,0,1.0,F1,-1.6269,F2,15.89,,,ddg_kcal_per_mol(delta=1.0),14.2631,5.065,60.674,74.9371
4rwqB_4rwnA,ShallowMsa_012,DDG,-50.1809,-72.6938,-50.1809,-72.6938,22.5129,22.5129,10,10,0,1.0,F1,6.6229,F1,15.89,,,ddg_kcal_per_mol(delta=1.0),22.5129,6.8138,50.1809,72.6938
4rwqB_4rwnA,ShallowMsa_013,DDG,-70.1712,-85.23,-70.1712,-85.23,15.0588,15.0588,10,10,0,1.0,F1,-0.8312,Amb,15.89,,,ddg_kcal_per_mol(delta=1.0),15.0588,5.8676,70.1712,85.23
4rwqB_4rwnA,ShallowMsa_014,DDG,-116.5685,-136.8053,-116.5685,-136.8053,20.2368,20.2368,10,10,0,1.0,F1,4.3468,F1,15.89,,,ddg_kcal_per_mol(delta=1.0),20.2368,5.3473,116.5685,136.8053
4rwqB_4rwnA,ShallowMsa_015,DDG,-68.4528,-84.4649,-68.4528,-84.4649,16.0122,16.0122,10,10,0,1.0,F1,0.1222,Amb,15.89,,,ddg_kcal_per_mol(delta=1.0),16.0122,1.5305,68.4528,84.4649
4rwqB_4rwnA,ShallowMsa_016,DDG,-67.9179,-89.8363,-67.9179,-89.8363,21.9184,21.9184,10,10,0,1.0,F1,6.0284,F1,15.89,,,ddg_kcal_per_mol(delta=1.0),21.9184,8.0418,67.9179,89.8363
4rwqB_4rwnA,ShallowMsa_017,DDG,-69.6627,-89.9266,-69.6627,-89.9266,20.2638,20.2638,10,10,0,1.0,F1,4.3738,F1,15.89,,,ddg_kcal_per_mol(delta=1.0),20.2638,9.8433,69.6627,89.9266
4rwqB_4rwnA,ShallowMsa_018,DDG,-53.9514,-75.6376,-53.9514,-75.6376,21.6863,21.6863,10,10,0,1.0,F1,5.7963,F1,15.89,,,ddg_kcal_per_mol(delta=1.0),21.6863,5.9579,53.9514,75.6376
4rwqB_4rwnA,ShallowMsa_019,DDG,-50.5859,-67.078,-50.5859,-67.078,16.4921,16.4921,10,10,0,1.0,F1,0.6021,Amb,15.89,,,ddg_kcal_per_mol(delta=1.0),16.4921,6.0401,50.5859,67.078
4rwqB_4rwnA,ShallowMsa_020,DDG,-67.9456,-83.1974,-67.9456,-83.1974,15.2518,15.2518,10,10,0,1.0,F1,-0.6382,Amb,15.89,,,ddg_kcal_per_mol(delta=1.0),15.2518,1.9703,67.9456,83.1974
4rwqB_4rwnA,ShallowMsa_021,DDG,-77.2352,-91.5964,-77.2352,-91.5964,14.3611,14.3611,10,10,0,1.0,F1,-1.5289,F2,15.89,,,ddg_kcal_per_mol(delta=1.0),14.3611,3.496,77.2352,91.5964
4rwqB_4rwnA,ShallowMsa_022,DDG,-72.4243,-92.7054,-72.4243,-92.7054,20.2811,20.2811,10,10,0,1.0,F1,4.3911,F1,15.89,,,ddg_kcal_per_mol(delta=1.0),20.2811,8.1847,72.4243,92.7054
4rwqB_4rwnA,ShallowMsa_023,DDG,-70.7795,-89.2538,-70.7795,-89.2538,18.4744,18.4744,10,10,0,1.0,F1,2.5844,F1,15.89,,,ddg_kcal_per_mol(delta=1.0),18.4744,9.2421,70.7795,89.2538
4rwqB_4rwnA,ShallowMsa_024,DDG,-58.017,-74.8471,-58.017,-74.8471,16.8302,16.8302,10,10,0,1.0,F1,0.9402,Amb,15.89,,,ddg_kcal_per_mol(delta=1.0),16.8302,4.3566,58.017,74.8471
4rwqB_4rwnA,ShallowMsa_025,DDG,-38.6477,-54.1993,-38.6477,-54.1993,15.5515,15.5515,10,10,0,1.0,F1,-0.3385,Amb,15.89,,,ddg_kcal_per_mol(delta=1.0),15.5515,7.3803,38.6477,54.1993
4rwqB_4rwnA,ShallowMsa_026,DDG,-62.2661,-76.5639,-62.2661,-76.5639,14.2978,14.2978,10,10,0,1.0,F1,-1.5922,F2,15.89,,,ddg_kcal_per_mol(delta=1.0),14.2978,3.4203,62.2661,76.5639
4rwqB_4rwnA,ShallowMsa_027,DDG,-64.4818,-78.6166,-64.4818,-78.6166,14.1348,14.1348,10,10,0,1.0,F1,-1.7552,F2,15.89,,,ddg_kcal_per_mol(delta=1.0),14.1348,3.4001,64.4818,78.6166
4rwqB_4rwnA,ShallowMsa_028,DDG,-109.8206,-127.9931,-109.8206,-127.9931,18.1725,18.1725,10,10,0,1.0,F1,2.2825,F1,15.89,,,ddg_kcal_per_mol(delta=1.0),18.1725,6.0403,109.8206,127.9931
4rwqB_4rwnA,ShallowMsa_029,DDG,-79.7213,-100.2646,-79.7213,-100.2646,20.5433,20.5433,10,10,0,1.0,F1,4.6533,F1,15.89,,,ddg_kcal_per_mol(delta=1.0),20.5433,4.7698,79.7213,100.2646
4rwqB_4rwnA,ShallowMsa_030,DDG,-77.0852,-91.9991,-77.0852,-91.9991,14.9139,14.9139,10,10,0,1.0,F1,-0.9761,Amb,15.89,,,ddg_kcal_per_mol(delta=1.0),14.9139,4.77,77.0852,91.9991
4rwqB_4rwnA,ShallowMsa_031,DDG,-87.8711,-106.7347,-87.8711,-106.7347,18.8636,18.8636,10,10,0,1.0,F1,2.9736,F1,15.89,,,ddg_kcal_per_mol(delta=1.0),18.8636,4.6603,87.8711,106.7347
4rwqB_4rwnA,ShallowMsa_032,DDG,-72.6733,-90.6194,-72.6733,-90.6194,17.9462,17.9462,10,10,0,1.0,F1,2.0562,F1,15.89,,,ddg_kcal_per_mol(delta=1.0),17.9462,6.0427,72.6733,90.6194
4rwqB_4rwnA,ShallowMsa_033,DDG,-48.1472,-56.6542,-48.1472,-56.6542,8.507,8.507,10,10,0,1.0,F1,-7.383,F2,15.89,,,ddg_kcal_per_mol(delta=1.0),8.507,5.4835,48.1472,56.6542
4rwqB_4rwnA,ShallowMsa_034,DDG,-58.2858,-77.4429,-58.2858,-77.4429,19.1571,19.1571,10,10,0,1.0,F1,3.2671,F1,15.89,,,ddg_kcal_per_mol(delta=1.0),19.1571,8.3279,58.2858,77.4429
4rwqB_4rwnA,ShallowMsa_035,DDG,-65.5776,-83.2623,-65.5776,-83.2623,17.6847,17.6847,10,10,0,1.0,F1,1.7947,F1,15.89,,,ddg_kcal_per_mol(delta=1.0),17.6847,8.2765,65.5776,83.2623
4rwqB_4rwnA,ShallowMsa_036,DDG,-75.9162,-90.83,-75.9162,-90.83,14.9138,14.9138,10,10,0,1.0,F1,-0.9762,Amb,15.89,,,ddg_kcal_per_mol(delta=1.0),14.9138,2.8266,75.9162,90.83
4rwqB_4rwnA,ShallowMsa_037,DDG,-78.7576,-94.0886,-78.7576,-94.0886,15.331,15.331,10,10,0,1.0,F1,-0.559,Amb,15.89,,,ddg_kcal_per_mol(delta=1.0),15.331,2.6655,78.7576,94.0886
4rwqB_4rwnA,ShallowMsa_038,DDG,-69.3137,-84.0242,-69.3137,-84.0242,14.7104,14.7104,10,10,0,1.0,F1,-1.1796,F2,15.89,,,ddg_kcal_per_mol(delta=1.0),14.7104,3.7524,69.3137,84.0242
4rwqB_4rwnA,ShallowMsa_039,DDG,-72.9046,-86.7742,-72.9046,-86.7742,13.8696,13.8696,10,10,0,1.0,F1,-2.0204,F2,15.89,,,ddg_kcal_per_mol(delta=1.0),13.8696,2.1785,72.9046,86.7742
4rwqB_4rwnA,ShallowMsa_040,DDG,-49.1162,-63.4342,-49.1162,-63.4342,14.318,14.318,10,10,0,1.0,F1,-1.572,F2,15.89,,,ddg_kcal_per_mol(delta=1.0),14.318,8.8793,49.1162,63.4342
4rwqB_4rwnA,ShallowMsa_041,DDG,-76.1157,-91.9234,-76.1157,-91.9234,15.8077,15.8077,10,10,0,1.0,F1,-0.0823,Amb,15.89,,,ddg_kcal_per_mol(delta=1.0),15.8077,1.9822,76.1157,91.9234
4rwqB_4rwnA,ShallowMsa_042,DDG,-69.0377,-83.9249,-69.0377,-83.9249,14.8871,14.8871,10,10,0,1.0,F1,-1.0029,F2,15.89,,,ddg_kcal_per_mol(delta=1.0),14.8871,2.8828,69.0377,83.9249
4rwqB_4rwnA,ShallowMsa_043,DDG,-74.3292,-97.5379,-74.3292,-97.5379,23.2087,23.2087,10,10,0,1.0,F1,7.3187,F1,15.89,,,ddg_kcal_per_mol(delta=1.0),23.2087,5.052,74.3292,97.5379
4rwqB_4rwnA,ShallowMsa_044,DDG,-57.2876,-72.2411,-57.2876,-72.2411,14.9536,14.9536,10,10,0,1.0,F1,-0.9364,Amb,15.89,,,ddg_kcal_per_mol(delta=1.0),14.9536,2.2122,57.2876,72.2411
4rwqB_4rwnA,ShallowMsa_045,DDG,-33.9814,-51.1805,-33.9814,-51.1805,17.199,17.199,10,10,0,1.0,F1,1.309,F1,15.89,,,ddg_kcal_per_mol(delta=1.0),17.199,3.7593,33.9814,51.1805
4rwqB_4rwnA,ShallowMsa_046,DDG,-48.1588,-63.1761,-48.1588,-63.1761,15.0174,15.0174,10,10,0,1.0,F1,-0.8726,Amb,15.89,,,ddg_kcal_per_mol(delta=1.0),15.0174,10.55,48.1588,63.1761
4rwqB_4rwnA,ShallowMsa_047,DDG,-60.8135,-78.7714,-60.8135,-78.7714,17.9579,17.9579,10,10,0,1.0,F1,2.0679,F1,15.89,,,ddg_kcal_per_mol(delta=1.0),17.9579,6.6896,60.8135,78.7714
4rwqB_4rwnA,ShallowMsa_048,DDG,-114.8825,-135.5434,-114.8825,-135.5434,20.6608,20.6608,10,10,0,1.0,F1,4.7708,F1,15.89,,,ddg_kcal_per_mol(delta=1.0),20.6608,5.0185,114.8825,135.5434
4rwqB_4rwnA,ShallowMsa_049,DDG,-61.0371,-76.0156,-61.0371,-76.0156,14.9785,14.9785,10,10,0,1.0,F1,-0.9115,Amb,15.89,,,ddg_kcal_per_mol(delta=1.0),14.9785,4.5904,61.0371,76.0156
4rwqB_4rwnA,ShallowMsa_050,DDG,-74.1191,-90.5113,-74.1191,-90.5113,16.3922,16.3922,10,10,0,1.0,F1,0.5022,Amb,15.89,,,ddg_kcal_per_mol(delta=1.0),16.3922,5.0805,74.1191,90.5113
