pair_id,cluster,n,neff,AF2_TM1,AF2_TM2,AF3_TM1,AF3_TM2,RE-MSAT-COM,RE-MSAT1,RE-MSAT2,ESM_SEQIDS,ESM_TM1_LIST,ESM_TM2_LIST,DDG_Bias,DDG_Bias_std,DDG_frac_F1,Boltz2_pref,S4PRED_pref,CCMpred_pref,BioEmu_pref
3kdsG_2ce7C,094,55.0,43.0,0.473,0.461,0.498,0.502,,,,,,,9.814,5.167,1.0,0.04,-0.01,,-0.004
3kdsG_2ce7C,095,55.0,16.0,0.349,0.401,0.539,0.817,,,,,,,4.328,3.835,0.9,-0.023,0.039,,0.005
3kdsG_2ce7C,096,50.0,32.0,0.558,0.467,0.585,0.678,,,,,,,10.184,6.441,1.0,-0.02,-0.01,,-0.006
3kdsG_2ce7C,097,35.0,29.0,0.323,0.351,0.387,0.381,,,,,,,7.794,3.992,1.0,0.052,-0.021,,0.02
3kdsG_2ce7C,098,28.0,19.0,0.407,0.493,0.53,0.586,,,,,,,13.291,5.498,1.0,-0.024,0.034,,-0.005
3kdsG_2ce7C,099,27.0,19.0,0.523,0.578,0.563,0.732,,,,,,,7.693,4.267,1.0,-0.001,-0.024,,0.003
3l5nB_2a73B,Deep,,,0.559,0.602,0.55,0.704,0.148,0.142,0.146,,,,,,,,0.089,0.0,
3l5nB_2a73B,000,362.0,105.0,0.297,0.271,0.382,0.281,0.02,0.016,0.02,008; 008; 002; 002; 009; 009; 005; 005; 006; 006,0.38; 0.38; 0.37; 0.37; 0.36; 0.36; 0.35; 0.35; 0.33; 0.33,0.65; 0.65; 0.58; 0.58; 0.66; 0.66; 0.66; 0.66; 0.61; 0.61,59.119,15.114,1.0,-0.002,-0.027,0.0,
3l5nB_2a73B,001,192.0,112.0,0.244,0.353,0.296,0.429,0.0,0.0,0.0,001; 005; 001; 009; 004; 002; 002; 006; 003; 003,0.41; 0.41; 0.41; 0.40; 0.38; 0.33; 0.33; 0.30; 0.27; 0.27,0.68; 0.59; 0.68; 0.31; 0.76; 0.54; 0.54; 0.38; 0.35; 0.35,92.111,34.331,1.0,0.004,-0.007,0.0,
3l5nB_2a73B,002,185.0,57.0,0.146,0.173,0.342,0.279,0.006,0.006,0.005,001; 006; 003; 005; 004; 010; 008; 002; 007; 009,0.40; 0.38; 0.37; 0.37; 0.35; 0.34; 0.27; 0.23; 0.23; 0.22,0.67; 0.69; 0.69; 0.68; 0.70; 0.66; 0.41; 0.38; 0.21; 0.37,90.097,17.404,1.0,-0.005,-0.01,0.0,
3l5nB_2a73B,003,181.0,5.0,0.202,0.211,0.286,0.322,0.002,0.001,0.001,001; 006; 005; 010; 003; 008; 004; 009; 007; 002,0.41; 0.37; 0.35; 0.34; 0.31; 0.31; 0.30; 0.24; 0.21; 0.19,0.62; 0.59; 0.68; 0.67; 0.68; 0.36; 0.48; 0.22; 0.29; 0.18,62.749,23.978,1.0,-0.01,-0.031,0.0,
3l5nB_2a73B,004,177.0,61.0,0.3,0.328,0.317,0.329,0.0,0.0,0.0,003; 005; 001; 006; 004; 008; 002; 007; 009; 010,0.41; 0.40; 0.37; 0.34; 0.32; 0.30; 0.25; 0.23; 0.23; 0.20,0.73; 0.70; 0.66; 0.67; 0.72; 0.65; 0.17; 0.28; 0.17; 0.29,57.213,20.898,1.0,0.004,-0.031,0.0,
3l5nB_2a73B,005,165.0,67.0,0.293,0.326,0.369,0.342,0.037,0.033,0.037,001; 002; 003; 004; 009; 005; 006; 008; 010; 007,0.40; 0.40; 0.38; 0.34; 0.34; 0.29; 0.24; 0.24; 0.20; 0.14,0.67; 0.66; 0.66; 0.71; 0.71; 0.64; 0.34; 0.17; 0.35; 0.20,72.614,32.155,1.0,-0.005,-0.046,0.0,
3l5nB_2a73B,006,163.0,4.0,0.197,0.26,0.317,0.334,0.007,0.007,0.006,004; 003; 001; 005; 010; 009; 006; 002; 007; 008,0.39; 0.36; 0.34; 0.34; 0.34; 0.32; 0.21; 0.20; 0.18; 0.15,0.67; 0.66; 0.58; 0.68; 0.71; 0.67; 0.34; 0.32; 0.22; 0.27,16.296,21.446,0.8,-0.002,0.094,0.0,
3l5nB_2a73B,007,152.0,96.0,0.429,0.563,0.464,0.652,0.006,0.008,0.007,001; 007; 002; 005; 010; 004; 003; 009; 008; 006,0.44; 0.35; 0.33; 0.33; 0.33; 0.30; 0.29; 0.29; 0.23; 0.22,0.66; 0.34; 0.69; 0.70; 0.60; 0.49; 0.67; 0.32; 0.21; 0.40,81.084,35.041,1.0,0.004,-0.031,0.0,
3l5nB_2a73B,008,146.0,23.0,0.239,0.328,0.295,0.319,0.014,0.014,0.012,001; 005; 009; 008; 003; 004; 010; 006; 002; 007,0.40; 0.37; 0.36; 0.34; 0.33; 0.31; 0.31; 0.30; 0.29; 0.20,0.64; 0.66; 0.58; 0.74; 0.70; 0.64; 0.65; 0.45; 0.50; 0.20,62.563,27.164,1.0,0.041,-0.012,0.0,
3l5nB_2a73B,009,135.0,56.0,0.178,0.273,0.287,0.317,0.002,0.001,0.001,001; 003; 008; 009; 010; 004; 005; 006; 002; 007,0.37; 0.35; 0.34; 0.34; 0.33; 0.31; 0.24; 0.23; 0.22; 0.21,0.67; 0.66; 0.69; 0.68; 0.74; 0.68; 0.21; 0.22; 0.34; 0.35,69.698,14.594,1.0,-0.009,-0.068,0.0,
3l5nB_2a73B,010,134.0,41.0,0.176,0.205,0.238,0.333,0.003,0.003,0.002,009; 002; 001; 010; 003; 004; 005; 008; 007; 006,0.41; 0.38; 0.37; 0.35; 0.32; 0.31; 0.25; 0.25; 0.23; 0.19,0.66; 0.69; 0.62; 0.67; 0.63; 0.49; 0.43; 0.29; 0.20; 0.26,84.624,26.562,1.0,-0.001,-0.039,0.0,
3l5nB_2a73B,011,132.0,6.0,0.219,0.301,0.3,0.335,0.005,0.008,0.003,006; 001; 004; 005; 007; 002; 008; 009; 003; 010,0.41; 0.39; 0.39; 0.31; 0.29; 0.26; 0.25; 0.25; 0.23; 0.16,0.57; 0.69; 0.69; 0.63; 0.69; 0.36; 0.29; 0.24; 0.18; 0.19,76.323,25.153,1.0,0.001,-0.06,0.0,
3l5nB_2a73B,012,124.0,25.0,0.188,0.24,0.218,0.284,0.003,0.004,0.002,007; 003; 005; 004; 009; 001; 006; 002; 008; 010,0.39; 0.36; 0.36; 0.32; 0.32; 0.31; 0.31; 0.30; 0.27; 0.22,0.46; 0.70; 0.70; 0.49; 0.59; 0.53; 0.69; 0.54; 0.41; 0.23,85.981,21.055,1.0,0.002,-0.026,0.0,
3l5nB_2a73B,013,121.0,32.0,0.19,0.209,0.234,0.283,0.005,0.004,0.006,001; 003; 007; 005; 004; 010; 006; 002; 009; 008,0.43; 0.36; 0.34; 0.32; 0.31; 0.31; 0.29; 0.23; 0.23; 0.22,0.66; 0.73; 0.63; 0.47; 0.55; 0.57; 0.36; 0.20; 0.24; 0.18,53.832,20.712,1.0,-0.005,0.094,0.0,
3l5nB_2a73B,014,117.0,21.0,0.17,0.214,0.278,0.31,,,,,,,75.592,19.576,1.0,-0.013,-0.041,,
3l5nB_2a73B,015,114.0,39.0,0.196,0.259,0.165,0.245,,,,,,,78.243,33.097,1.0,-0.015,-0.037,,
3l5nB_2a73B,016,110.0,7.0,0.232,0.304,0.269,0.31,,,,,,,34.508,17.568,1.0,0.01,-0.022,,
3l5nB_2a73B,017,108.0,46.0,0.239,0.266,0.304,0.339,,,,,,,57.742,19.247,1.0,0.011,-0.039,,
3l5nB_2a73B,018,107.0,22.0,0.138,0.193,0.292,0.357,,,,,,,76.888,16.431,1.0,-0.004,-0.067,,
3l5nB_2a73B,019,103.0,25.0,0.207,0.268,0.272,0.31,,,,,,,69.471,40.835,1.0,-0.001,-0.027,,
3l5nB_2a73B,020,103.0,12.0,0.226,0.211,0.254,0.275,,,,,,,88.683,18.753,1.0,-0.004,-0.072,,
3l5nB_2a73B,021,101.0,25.0,0.221,0.314,0.246,0.319,,,,,,,87.899,24.425,1.0,0.013,-0.018,,
3l5nB_2a73B,022,100.0,28.0,0.236,0.275,0.3,0.335,,,,,,,82.092,39.585,1.0,0.005,0.078,,
3l5nB_2a73B,023,99.0,44.0,0.173,0.273,0.301,0.348,,,,,,,65.881,23.616,1.0,-0.011,0.044,,
3l5nB_2a73B,024,99.0,40.0,0.208,0.244,0.286,0.364,,,,,,,91.029,31.915,1.0,-0.005,-0.033,,
3l5nB_2a73B,025,96.0,49.0,0.17,0.2,0.294,0.311,,,,,,,92.262,29.527,1.0,-0.006,-0.044,,
3l5nB_2a73B,026,95.0,31.0,0.251,0.292,0.272,0.337,,,,,,,68.763,24.022,1.0,0.003,-0.016,,
3l5nB_2a73B,027,95.0,16.0,0.224,0.266,0.292,0.38,,,,,,,58.428,23.669,1.0,0.002,-0.011,,
3l5nB_2a73B,028,92.0,26.0,0.243,0.278,0.302,0.451,,,,,,,51.525,26.235,1.0,-0.016,0.038,,
3l5nB_2a73B,029,89.0,4.0,0.233,0.256,0.307,0.3,,,,,,,53.47,19.554,1.0,-0.008,-0.041,,
3l5nB_2a73B,030,86.0,10.0,0.186,0.238,0.321,0.313,,,,,,,77.893,18.711,1.0,-0.006,0.001,,
3l5nB_2a73B,031,85.0,6.0,0.179,0.234,0.209,0.305,,,,,,,82.966,19.216,1.0,-0.0,-0.031,,
3l5nB_2a73B,032,84.0,32.0,0.196,0.268,0.213,0.275,,,,,,,71.555,18.677,1.0,0.008,-0.045,,
3l5nB_2a73B,033,84.0,24.0,0.184,0.26,0.202,0.268,,,,,,,56.926,19.564,1.0,0.014,0.064,,
3l5nB_2a73B,034,83.0,35.0,0.233,0.256,0.324,0.324,,,,,,,65.572,22.935,1.0,-0.002,-0.019,,
3l5nB_2a73B,035,75.0,18.0,0.18,0.246,0.239,0.246,,,,,,,64.337,32.121,1.0,-0.001,0.046,,
3l5nB_2a73B,036,75.0,12.0,0.244,0.286,0.291,0.336,,,,,,,60.399,17.168,1.0,-0.006,0.095,,
3l5nB_2a73B,037,74.0,15.0,0.238,0.287,0.286,0.317,,,,,,,51.512,22.017,1.0,-0.001,0.024,,
3l5nB_2a73B,038,74.0,22.0,0.159,0.235,0.258,0.28,,,,,,,82.793,14.774,1.0,-0.0,-0.02,,
3l5nB_2a73B,039,73.0,38.0,0.188,0.255,0.297,0.311,,,,,,,75.564,14.381,1.0,-0.004,-0.082,,
3l5nB_2a73B,040,71.0,11.0,0.191,0.285,0.269,0.352,,,,,,,54.801,16.506,1.0,-0.008,-0.064,,
3l5nB_2a73B,041,71.0,22.0,0.234,0.285,0.32,0.316,,,,,,,62.288,22.734,1.0,-0.01,0.095,,
3l5nB_2a73B,042,69.0,14.0,0.223,0.287,0.252,0.316,,,,,,,53.601,17.916,1.0,-0.001,-0.022,,
3l5nB_2a73B,043,68.0,29.0,0.174,0.212,0.311,0.285,,,,,,,90.034,18.222,1.0,0.001,-0.016,,
3l5nB_2a73B,044,67.0,16.0,0.174,0.22,0.311,0.325,,,,,,,91.488,25.728,1.0,-0.014,-0.068,,
3l5nB_2a73B,045,67.0,13.0,0.257,0.286,0.326,0.317,,,,,,,77.51,17.079,1.0,-0.027,0.012,,
3l5nB_2a73B,046,66.0,31.0,0.214,0.273,0.35,0.249,,,,,,,43.775,6.745,1.0,0.004,0.071,,
3l5nB_2a73B,047,65.0,26.0,0.186,0.246,0.295,0.397,,,,,,,61.235,17.035,1.0,0.014,-0.062,,
3l5nB_2a73B,048,64.0,28.0,0.264,0.384,0.285,0.5,,,,,,,60.721,20.876,1.0,0.024,-0.019,,
3l5nB_2a73B,049,61.0,5.0,0.266,0.27,0.289,0.287,,,,,,,62.018,19.708,1.0,0.002,0.02,,
3l5nB_2a73B,050,60.0,4.0,0.263,0.342,0.304,0.445,,,,,,,69.987,34.069,1.0,-0.088,-0.055,,
3l5nB_2a73B,051,60.0,4.0,0.202,0.236,0.257,0.332,,,,,,,37.571,17.217,1.0,-0.007,-0.04,,
3l5nB_2a73B,052,58.0,7.0,0.249,0.276,0.296,0.304,,,,,,,61.059,15.957,1.0,0.035,-0.004,,
3l5nB_2a73B,053,56.0,13.0,0.173,0.182,0.307,0.334,,,,,,,40.169,27.278,1.0,-0.015,0.086,,
3l5nB_2a73B,054,56.0,6.0,0.226,0.233,0.281,0.331,,,,,,,60.078,17.975,1.0,0.003,-0.011,,
3l5nB_2a73B,055,56.0,26.0,0.203,0.216,0.326,0.293,,,,,,,52.288,16.151,1.0,-0.015,0.066,,
3l5nB_2a73B,056,56.0,19.0,0.166,0.204,0.196,0.271,,,,,,,68.02,26.371,1.0,0.017,0.018,,
3l5nB_2a73B,057,55.0,16.0,0.154,0.186,0.34,0.287,,,,,,,53.532,18.797,1.0,-0.005,0.016,,
3l5nB_2a73B,058,55.0,14.0,0.246,0.272,0.358,0.309,,,,,,,60.542,17.528,1.0,-0.003,0.032,,
3l5nB_2a73B,059,54.0,6.0,0.231,0.262,0.266,0.327,,,,,,,13.396,12.733,1.0,0.003,-0.043,,
3l5nB_2a73B,060,52.0,6.0,0.174,0.204,0.346,0.326,,,,,,,90.264,16.623,1.0,-0.006,-0.078,,
3l5nB_2a73B,061,52.0,4.0,0.247,0.258,0.294,0.306,,,,,,,14.659,11.11,1.0,0.001,0.025,,
3l5nB_2a73B,062,52.0,13.0,0.197,0.298,0.3,0.299,,,,,,,85.692,16.718,1.0,-0.021,-0.027,,
3l5nB_2a73B,063,48.0,27.0,0.163,0.226,0.282,0.3,,,,,,,64.008,12.029,1.0,0.02,-0.03,,
3l5nB_2a73B,064,47.0,23.0,0.177,0.269,0.28,0.372,,,,,,,63.862,17.545,1.0,-0.0,-0.025,,
3l5nB_2a73B,065,47.0,18.0,0.264,0.32,0.312,0.346,,,,,,,65.569,23.411,1.0,-0.01,-0.023,,
3l5nB_2a73B,066,45.0,13.0,0.175,0.202,0.228,0.241,,,,,,,81.825,20.078,1.0,0.001,0.002,,
3l5nB_2a73B,067,44.0,3.0,0.214,0.26,0.282,0.311,,,,,,,17.915,10.923,1.0,0.002,-0.017,,
3l5nB_2a73B,068,44.0,9.0,0.222,0.289,0.283,0.341,,,,,,,49.128,9.697,1.0,0.008,0.007,,
3l5nB_2a73B,069,43.0,19.0,0.261,0.287,0.34,0.297,,,,,,,77.415,16.842,1.0,-0.005,-0.002,,
3l5nB_2a73B,070,42.0,11.0,0.17,0.195,0.29,0.299,,,,,,,41.577,16.269,1.0,0.001,0.09,,
3l5nB_2a73B,071,42.0,4.0,0.229,0.271,0.314,0.335,,,,,,,66.195,12.57,1.0,0.041,-0.024,,
3l5nB_2a73B,072,40.0,9.0,0.312,0.556,0.382,0.796,,,,,,,64.421,18.881,1.0,-0.019,-0.061,,
3l5nB_2a73B,073,40.0,11.0,0.18,0.208,0.314,0.302,,,,,,,70.041,15.239,1.0,0.022,-0.046,,
3l5nB_2a73B,074,40.0,23.0,0.235,0.263,0.298,0.317,,,,,,,71.073,17.494,1.0,-0.006,-0.03,,
3l5nB_2a73B,075,40.0,16.0,0.208,0.242,0.216,0.266,,,,,,,104.093,13.587,1.0,0.002,-0.063,,
3l5nB_2a73B,076,40.0,17.0,0.179,0.234,0.304,0.327,,,,,,,58.046,25.508,1.0,-0.014,-0.035,,
3l5nB_2a73B,077,39.0,27.0,0.334,0.634,0.306,0.639,,,,,,,65.851,19.2,1.0,0.022,0.009,,-0.001
3l5nB_2a73B,078,39.0,26.0,0.273,0.335,0.316,0.309,,,,,,,67.44,16.192,1.0,0.01,-0.041,,
3l5nB_2a73B,079,39.0,15.0,0.168,0.217,0.273,0.33,,,,,,,76.335,19.53,1.0,-0.007,-0.031,,
3l5nB_2a73B,080,38.0,11.0,0.184,0.233,0.297,0.304,,,,,,,58.803,18.126,1.0,-0.013,0.028,,
3l5nB_2a73B,081,36.0,15.0,0.169,0.172,0.278,0.32,,,,,,,34.612,25.184,1.0,0.014,0.047,,
3l5nB_2a73B,082,36.0,11.0,0.188,0.194,0.216,0.304,,,,,,,86.372,13.713,1.0,-0.0,-0.06,,
3l5nB_2a73B,083,33.0,10.0,0.149,0.171,0.213,0.217,,,,,,,59.147,10.397,1.0,0.0,-0.03,,
3l5nB_2a73B,084,33.0,8.0,0.177,0.282,0.337,0.314,,,,,,,69.328,7.99,1.0,-0.016,0.025,,
3l5nB_2a73B,085,32.0,9.0,0.171,0.202,0.302,0.329,,,,,,,80.796,17.481,1.0,0.014,-0.043,,
3l5nB_2a73B,086,31.0,1.0,0.23,0.307,0.241,0.322,,,,,,,39.684,8.521,1.0,0.016,-0.011,,
3l5nB_2a73B,087,30.0,25.0,0.298,0.376,0.308,0.331,,,,,,,69.639,16.187,1.0,0.005,-0.046,,
3l5nB_2a73B,088,30.0,8.0,0.187,0.275,0.304,0.409,,,,,,,65.065,21.415,1.0,-0.002,0.078,,
3l5nB_2a73B,089,29.0,6.0,0.261,0.284,0.327,0.313,,,,,,,66.992,16.588,1.0,-0.007,0.013,,
3l5nB_2a73B,090,28.0,11.0,0.157,0.203,0.18,0.246,,,,,,,65.793,33.192,1.0,0.01,-0.015,,
3l5nB_2a73B,091,28.0,12.0,0.162,0.238,0.299,0.34,,,,,,,71.937,21.425,1.0,-0.018,-0.002,,
3l5nB_2a73B,092,28.0,10.0,0.252,0.264,0.347,0.292,,,,,,,64.944,20.708,1.0,0.025,-0.002,,
3l5nB_2a73B,093,27.0,9.0,0.216,0.243,0.273,0.303,,,,,,,82.121,9.703,1.0,0.01,-0.047,,
3l5nB_2a73B,094,27.0,6.0,0.231,0.233,0.276,0.331,,,,,,,18.589,9.57,1.0,0.0,0.089,,
3l5nB_2a73B,095,24.0,10.0,0.168,0.175,0.181,0.19,,,,,,,72.13,16.322,1.0,-0.006,0.014,,
3l5nB_2a73B,096,24.0,7.0,0.202,0.23,0.161,0.237,,,,,,,77.07,11.141,1.0,-0.003,0.069,,
3l5nB_2a73B,097,24.0,3.0,0.219,0.228,0.3,0.307,,,,,,,79.669,11.484,1.0,0.003,-0.021,,
3l5nB_2a73B,098,21.0,4.0,0.202,0.236,0.319,0.317,,,,,,,94.168,15.538,1.0,0.003,-0.069,,
3l5nB_2a73B,099,18.0,8.0,0.268,0.315,0.292,0.594,,,,,,,84.025,12.876,1.0,-0.011,-0.026,,
3l9qB_4rr2D,Deep,,,0.879,0.611,0.872,0.575,0.397,0.352,0.377,,,,,,,,-0.033,0.006,
3l9qB_4rr2D,000,531.0,346.0,0.746,0.483,0.87,0.501,,,0.0,001; 001; 009; 009; 003; 008; 003; 008; 002; 002,0.86; 0.85; 0.84; 0.84; 0.82; 0.82; 0.82; 0.82; 0.81; 0.81,0.38; 0.38; 0.59; 0.59; 0.44; 0.60; 0.44; 0.60; 0.47; 0.47,40.018,23.078,0.9,0.018,-0.031,0.0,0.094
3l9qB_4rr2D,001,167.0,5.0,0.417,0.215,0.4,0.199,,,0.008,001; 001; 009; 009; 008; 008; 003; 002; 003; 002,0.87; 0.87; 0.84; 0.84; 0.83; 0.83; 0.82; 0.82; 0.82; 0.82,0.38; 0.38; 0.58; 0.58; 0.50; 0.50; 0.46; 0.47; 0.46; 0.47,27.219,22.815,1.0,0.085,-0.033,0.0,-0.015
3l9qB_4rr2D,002,139.0,3.0,0.438,0.363,0.544,0.357,,,0.008,007; 007; 003; 009; 003; 009; 002; 002; 001; 008,0.84; 0.84; 0.83; 0.83; 0.83; 0.83; 0.82; 0.82; 0.79; 0.79,0.54; 0.54; 0.47; 0.50; 0.47; 0.50; 0.47; 0.47; 0.37; 0.57,19.492,16.148,0.8,-0.042,-0.031,0.0,-0.012
3l9qB_4rr2D,003,139.0,7.0,0.295,0.237,0.384,0.35,,,0.0,001; 001; 008; 007; 007; 008; 004; 004; 003; 003,0.83; 0.83; 0.82; 0.82; 0.82; 0.82; 0.81; 0.81; 0.80; 0.80,0.37; 0.37; 0.59; 0.56; 0.55; 0.59; 0.54; 0.53; 0.61; 0.61,45.574,22.936,1.0,-0.056,-0.033,0.0,-0.074
3l9qB_4rr2D,004,122.0,63.0,0.298,0.187,0.403,0.214,,,0.016,001; 008; 008; 001; 004; 004; 003; 003; 006; 006,0.85; 0.84; 0.84; 0.84; 0.83; 0.83; 0.82; 0.82; 0.81; 0.81,0.38; 0.43; 0.43; 0.38; 0.53; 0.53; 0.52; 0.52; 0.56; 0.55,59.637,24.756,1.0,-0.045,-0.032,0.0,-0.064
3l9qB_4rr2D,005,120.0,30.0,0.574,0.551,0.867,0.53,,,0.01,001; 001; 003; 003; 010; 010; 009; 006; 004; 004,0.85; 0.85; 0.84; 0.84; 0.83; 0.83; 0.82; 0.82; 0.82; 0.82,0.37; 0.37; 0.52; 0.53; 0.59; 0.59; 0.58; 0.50; 0.55; 0.55,45.039,30.042,0.9,0.05,-0.033,0.0,0.03
3l9qB_4rr2D,006,120.0,36.0,0.415,0.326,0.393,0.363,,,0.0,001; 001; 003; 008; 008; 003; 006; 006; 004; 004,0.84; 0.84; 0.82; 0.82; 0.82; 0.82; 0.79; 0.79; 0.77; 0.77,0.37; 0.37; 0.49; 0.49; 0.49; 0.49; 0.49; 0.49; 0.41; 0.41,46.394,24.396,0.9,-0.114,-0.033,0.0,-0.07
3l9qB_4rr2D,007,119.0,12.0,0.473,0.489,0.425,0.494,,,0.008,003; 009; 009; 003; 004; 004; 005; 006; 008; 008,0.83; 0.83; 0.83; 0.83; 0.82; 0.82; 0.82; 0.82; 0.82; 0.82,0.56; 0.53; 0.53; 0.56; 0.50; 0.50; 0.48; 0.50; 0.63; 0.63,35.964,30.46,0.7,-0.023,-0.033,0.0,-0.012
3l9qB_4rr2D,008,118.0,46.0,0.683,0.496,0.465,0.539,,,0.0,001; 001; 007; 007; 005; 005; 003; 006; 006; 003,0.85; 0.85; 0.84; 0.84; 0.82; 0.82; 0.81; 0.80; 0.80; 0.80,0.37; 0.37; 0.52; 0.52; 0.60; 0.60; 0.61; 0.54; 0.54; 0.60,30.154,24.809,1.0,0.072,-0.032,0.0,-0.026
3l9qB_4rr2D,009,114.0,10.0,0.595,0.512,0.633,0.524,0.081,0.063,0.143,001; 001; 003; 003; 008; 008; 005; 007; 007; 005,0.88; 0.87; 0.85; 0.85; 0.82; 0.82; 0.81; 0.81; 0.81; 0.81,0.38; 0.38; 0.55; 0.55; 0.45; 0.45; 0.56; 0.56; 0.57; 0.57,32.877,31.378,0.9,-0.013,-0.032,0.0,-0.029
3l9qB_4rr2D,010,101.0,53.0,0.456,0.395,0.837,0.574,,,0.01,003; 003; 001; 009; 009; 005; 001; 005; 010; 010,0.85; 0.85; 0.84; 0.84; 0.84; 0.84; 0.84; 0.84; 0.82; 0.82,0.57; 0.56; 0.37; 0.67; 0.67; 0.49; 0.37; 0.49; 0.54; 0.54,53.417,20.66,1.0,0.007,-0.033,0.0,0.005
3l9qB_4rr2D,011,100.0,14.0,0.559,0.519,0.76,0.541,,,0.0,006; 006; 007; 007; 005; 005; 009; 008; 009; 008,0.85; 0.85; 0.84; 0.84; 0.83; 0.83; 0.82; 0.82; 0.82; 0.82,0.60; 0.60; 0.51; 0.51; 0.57; 0.57; 0.53; 0.57; 0.53; 0.57,43.816,27.139,1.0,0.036,-0.032,0.0,-0.019
3l9qB_4rr2D,012,87.0,48.0,0.41,0.412,0.415,0.504,,,0.0,002; 002; 003; 009; 009; 003; 004; 004; 007; 007,0.86; 0.86; 0.84; 0.84; 0.84; 0.84; 0.83; 0.83; 0.83; 0.83,0.56; 0.56; 0.55; 0.54; 0.54; 0.55; 0.63; 0.63; 0.41; 0.41,13.404,11.456,0.9,-0.024,-0.032,0.0,0.006
3l9qB_4rr2D,013,86.0,45.0,0.55,0.466,0.841,0.593,0.047,0.047,0.043,001; 001; 002; 002; 005; 005; 007; 007; 008; 008,0.87; 0.87; 0.83; 0.83; 0.81; 0.81; 0.80; 0.80; 0.78; 0.78,0.47; 0.47; 0.57; 0.57; 0.58; 0.58; 0.53; 0.53; 0.45; 0.45,24.596,15.892,0.9,-0.016,-0.033,0.0,0.003
3l9qB_4rr2D,014,86.0,34.0,0.667,0.501,0.867,0.487,,,,,,,53.92,26.468,1.0,0.142,-0.033,,-0.017
3l9qB_4rr2D,015,84.0,33.0,0.41,0.481,0.864,0.508,,,,,,,37.866,30.912,0.8,-0.079,0.018,,-0.025
3l9qB_4rr2D,016,84.0,27.0,0.363,0.292,0.383,0.248,,,,,,,53.886,23.639,0.9,-0.052,-0.033,,-0.051
3l9qB_4rr2D,017,83.0,55.0,0.79,0.435,0.783,0.506,,,,,,,57.792,30.153,0.9,-0.034,-0.033,,0.03
3l9qB_4rr2D,018,83.0,10.0,0.28,0.32,0.429,0.41,,,,,,,44.183,23.482,1.0,-0.04,-0.031,,-0.067
3l9qB_4rr2D,019,80.0,8.0,0.447,0.557,0.864,0.609,,,,,,,33.894,25.877,0.7,-0.01,-0.032,,-0.025
3l9qB_4rr2D,020,80.0,7.0,0.409,0.354,0.4,0.321,,,,,,,6.44,7.573,0.8,-0.048,-0.016,,-0.012
3l9qB_4rr2D,021,75.0,14.0,0.614,0.536,0.869,0.556,,,,,,,61.967,26.588,1.0,0.02,-0.033,,-0.014
3l9qB_4rr2D,022,75.0,21.0,0.365,0.26,0.358,0.29,,,,,,,32.466,20.002,0.9,-0.082,-0.031,,-0.064
3l9qB_4rr2D,023,73.0,8.0,0.413,0.39,0.391,0.414,,,,,,,35.812,28.183,1.0,-0.04,-0.033,,-0.054
3l9qB_4rr2D,024,70.0,52.0,0.618,0.44,0.837,0.565,,,,,,,29.547,15.754,1.0,0.08,-0.031,,-0.037
3l9qB_4rr2D,025,68.0,37.0,0.604,0.594,0.834,0.567,,,,,,,36.199,23.762,0.9,0.056,-0.033,,-0.011
3l9qB_4rr2D,026,67.0,17.0,0.361,0.44,0.604,0.574,,,,,,,26.933,18.827,1.0,-0.007,-0.032,,-0.014
3l9qB_4rr2D,027,65.0,40.0,0.481,0.453,0.866,0.56,,,,,,,28.225,24.359,0.7,0.065,-0.033,,-0.034
3l9qB_4rr2D,028,61.0,21.0,0.812,0.509,0.865,0.59,,,,,,,38.335,24.532,0.9,0.19,-0.032,,-0.038
3l9qB_4rr2D,029,59.0,36.0,0.464,0.41,0.869,0.566,,,,,,,60.662,27.393,1.0,0.044,-0.033,,0.008
3l9qB_4rr2D,030,58.0,20.0,0.393,0.516,0.859,0.576,,,,,,,43.666,34.895,1.0,0.006,0.014,,0.007
3l9qB_4rr2D,031,58.0,1.0,0.459,0.394,0.524,0.35,,,,,,,13.557,10.695,0.8,0.101,-0.033,,-0.032
3l9qB_4rr2D,032,58.0,27.0,0.431,0.336,0.447,0.393,,,,,,,41.503,23.54,0.9,-0.086,-0.032,,-0.059
3l9qB_4rr2D,033,58.0,11.0,0.328,0.323,0.373,0.33,,,,,,,45.773,25.231,0.9,0.005,-0.032,,-0.051
3l9qB_4rr2D,034,58.0,20.0,0.533,0.277,0.868,0.602,,,,,,,36.982,23.27,0.9,0.1,-0.031,,-0.039
3l9qB_4rr2D,035,58.0,17.0,0.397,0.297,0.395,0.408,,,,,,,37.614,24.689,1.0,-0.048,-0.002,,-0.078
3l9qB_4rr2D,036,57.0,10.0,0.591,0.504,0.867,0.548,,,,,,,41.26,26.127,1.0,0.072,-0.032,,-0.015
3l9qB_4rr2D,037,57.0,14.0,0.442,0.508,0.869,0.583,,,,,,,39.361,30.166,0.8,0.058,-0.033,,0.0
3l9qB_4rr2D,038,55.0,10.0,0.427,0.462,0.866,0.562,,,,,,,39.386,30.527,1.0,0.146,-0.033,,0.027
3l9qB_4rr2D,039,55.0,14.0,0.659,0.524,0.868,0.581,,,,,,,57.777,27.385,1.0,0.109,-0.032,,0.0
