pair_id,method,n_leaves,n_F1c_leaves,n_F2c_leaves,n_Amc_leaves,parsimony_score,parsimony_p,nn_concordance,nn_concordance_p,nn3_concordance,nn3_concordance_p,D_statistic,morans_I,morans_p,morans_z,morans_lambda_max,morans_max_perm,morans_I_norm,morans_n,morans_note,notes,n_clusters,morans_p_bh,parsimony_p_bh,nn_concordance_p_bh,nn3_concordance_p_bh
3j7vG_3j7wB,AF3,63,6,2,55,,,,,,,,-0.0204,0.7642,-0.688,0.2181,0.1517,-0.0253,63,,,63,0.8535220779220779,,,
3j7vG_3j7wB,Boltz2,63,1,1,61,,,,,,,,-0.0197,0.7033,-0.554,0.2181,0.154,-0.0207,63,,,63,0.9210775862068966,,,
3j7vG_3j7wB,ESM,63,6,5,52,,,,,,,,-0.0079,0.0909,1.386,0.2181,0.1126,0.0638,63,,,63,0.14476666666666665,,,
3j7vG_3j7wB,MSAT,63,0,0,63,,,,,,,,-0.3057,0.5145,-0.433,0.0576,0.0236,-0.2036,5,,no_F1F2_split,63,0.999,,,
3j7vG_3j7wB,CCMpred,63,0,0,63,,,,,,,,,,,,,,5,zero_variance,no_F1F2_split,63,,,,
3j7vG_3j7wB,DDG,63,14,16,33,,,,,,,,0.0461,0.001,10.742,0.2181,0.1682,0.3377,63,,,63,0.0026875000000000002,,,
3j7vG_3j7wB,S4PRED,63,0,8,55,,,,,,,,-0.0126,0.2048,0.507,0.2181,0.1896,0.0171,63,,no_F1F2_split,63,0.326162962962963,,,
3kdsG_2ce7C,AF2,100,7,11,82,,,,,,,,-0.0123,0.7612,-0.673,0.1828,0.1109,-0.0184,100,,,100,0.8681473684210527,,,
3kdsG_2ce7C,AF3,100,17,22,61,,,,,,,,-0.0119,0.6773,-0.56,0.1828,0.1207,-0.0136,100,,,100,0.7871324324324324,,,
3kdsG_2ce7C,Boltz2,100,3,0,97,,,,,,,,-0.0046,0.0749,1.617,0.1828,0.1304,0.0394,100,,no_F1F2_split,100,0.29565789473684206,,,
3kdsG_2ce7C,ESM,100,22,16,62,,,,,,,,0.0011,0.011,3.722,0.1828,0.1326,0.0783,100,,,100,0.027823529411764705,,,
3kdsG_2ce7C,MSAT,100,4,7,89,,,,,,,,-0.0624,0.5834,-0.43,0.1489,0.0573,-0.0609,19,,,100,0.999,,,
3kdsG_2ce7C,CCMpred,100,0,2,98,,,,,,,,-0.0643,0.6583,-0.667,0.1489,0.0019,-0.1514,19,,no_F1F2_split,100,0.9090809523809523,,,
3kdsG_2ce7C,DDG,100,29,29,42,,,,,,,,0.0093,0.002,5.864,0.1828,0.1689,0.1082,100,,,100,0.0043,,,
3kdsG_2ce7C,S4PRED,100,0,11,89,,,,,,,,0.0215,0.001,10.269,0.1828,0.1677,0.1778,100,,no_F1F2_split,100,0.009555555555555557,,,
3l5nB_2a73B,AF2,100,3,7,90,,,,,,,,-0.0027,0.014,2.887,0.1562,0.1008,0.0663,100,,,100,0.06254545454545456,,,
3l5nB_2a73B,AF3,100,18,13,69,,,,,,,,-0.0052,0.0549,1.855,0.1562,0.1038,0.0431,100,,,100,0.14754375,,,
3l5nB_2a73B,Boltz2,100,0,1,99,,,,,,,,-0.013,0.9271,-1.105,0.1562,0.0889,-0.0289,100,,no_F1F2_split,100,0.9942567567567568,,,
3l5nB_2a73B,ESM,100,31,35,34,,,,,,,,-0.0008,0.011,3.448,0.1562,0.1327,0.0652,100,,,100,0.027823529411764705,,,
3l5nB_2a73B,MSAT,100,0,0,100,,,,,,,,-0.0674,0.2118,0.626,0.0738,0.0308,0.0888,14,,no_F1F2_split,100,0.999,,,
3l5nB_2a73B,CCMpred,100,0,0,100,,,,,,,,,,,,,,14,zero_variance,no_F1F2_split,100,,,,
3l5nB_2a73B,DDG,100,40,45,15,,,,,,,,0.0014,0.006,4.37,0.1562,0.1325,0.0809,100,,,100,0.011217391304347827,,,
3l5nB_2a73B,S4PRED,100,12,5,83,,,,,,,,-0.0002,0.01,3.592,0.1562,0.1184,0.0771,100,,,100,0.035833333333333335,,,
3l9qB_4rr2D,AF2,99,30,35,34,,,,,,,,-0.0065,0.1069,1.165,0.16,0.1281,0.0269,99,,,99,0.29266875,,,
3l9qB_4rr2D,AF3,99,49,30,20,,,,,,,,0.0032,0.008,3.83,0.16,0.1243,0.0999,99,,,99,0.05733333333333334,,,
3l9qB_4rr2D,Boltz2,99,22,22,55,,,,,,,,0.0024,0.008,3.452,0.16,0.1292,0.0907,99,,,99,0.06,,,
3l9qB_4rr2D,ESM,99,21,58,20,,,,,,,,0.0081,0.002,5.304,0.16,0.1167,0.1439,99,,,99,0.00819047619047619,,,
3l9qB_4rr2D,MSAT,99,0,0,99,,,,,,,,,,,,,,2,n<3,no_F1F2_split,99,,,,
3l9qB_4rr2D,CCMpred,99,0,0,99,,,,,,,,,,,,,,14,zero_variance,no_F1F2_split,99,,,,
3l9qB_4rr2D,DDG,99,39,41,19,,,,,,,,-0.0098,0.3946,0.077,0.16,0.1255,0.0029,99,,,99,0.424195,,,
3l9qB_4rr2D,S4PRED,99,0,0,99,,,,,,,,-0.007,0.1129,0.985,0.16,0.1437,0.0211,99,,no_F1F2_split,99,0.199348,,,
3lowA_3m1bF,AF2,100,18,25,57,,,,,,,,-0.0105,0.5514,-0.203,0.0588,0.0409,-0.0075,100,,,100,0.7527047619047619,,,
3lowA_3m1bF,AF3,100,19,14,67,,,,,,,,-0.0023,0.005,4.74,0.0588,0.0392,0.1572,100,,,100,0.03909090909090909,,,
3lowA_3m1bF,Boltz2,100,13,17,70,,,,,,,,-0.0022,0.001,4.835,0.0588,0.0414,0.1537,100,,,100,0.012499999999999999,,,
3lowA_3m1bF,ESM,100,12,5,83,,,,,,,,-0.0031,0.005,4.09,0.0588,0.0425,0.1337,100,,,100,0.015925925925925927,,,
3lowA_3m1bF,MSAT,100,0,2,98,,,,,,,,-0.0548,0.5714,-0.286,0.0504,0.0422,-0.0232,20,,no_F1F2_split,100,0.999,,,
3lowA_3m1bF,CCMpred,100,0,0,100,,,,,,,,-0.0641,0.977,-3.161,0.0504,-0.0403,-0.9307,20,,no_F1F2_split,100,0.977,,,
3lowA_3m1bF,DDG,100,9,6,85,,,,,,,,0.0006,0.001,6.754,0.0588,0.0425,0.2043,100,,,100,0.0026875000000000002,,,
3lowA_3m1bF,S4PRED,100,33,30,37,,,,,,,,-0.0005,0.001,5.695,0.0588,0.0378,0.2001,100,,,100,0.009555555555555557,,,
3lqcA_1xntA,AF2,87,13,14,60,,,,,,,,-0.0008,0.021,2.514,0.1656,0.1053,0.0925,87,,,87,0.07852173913043478,,,
3lqcA_1xntA,AF3,87,15,19,53,,,,,,,,-0.0093,0.2488,0.518,0.1656,0.0985,0.0216,87,,,87,0.427936,,,
3lqcA_1xntA,Boltz2,87,7,18,62,,,,,,,,-0.0066,0.1309,1.117,0.1656,0.1007,0.0451,87,,,87,0.39269999999999994,,,
3lqcA_1xntA,ESM,87,17,11,59,,,,,,,,-0.0165,0.9071,-1.13,0.1656,0.124,-0.036,87,,,87,0.9471397590361446,,,
3lqcA_1xntA,MSAT,87,0,0,87,,,,,,,,-0.1203,0.955,-1.874,0.0,-0.0695,-0.6663,11,,no_F1F2_split,87,0.999,,,
3lqcA_1xntA,CCMpred,87,0,0,87,,,,,,,,,,,,,,11,zero_variance,no_F1F2_split,87,,,,
3lqcA_1xntA,DDG,87,31,29,27,,,,,,,,0.0564,0.001,14.998,0.1656,0.1032,0.592,87,,,87,0.0026875000000000002,,,
3lqcA_1xntA,S4PRED,87,11,3,73,,,,,,,,-0.0033,0.042,1.86,0.1656,0.1151,0.0656,87,,,87,0.1032,,,
3m7pA_3ejhA,AF2,100,20,24,56,,,,,,,,0.0044,0.002,4.3,0.1955,0.1157,0.1153,100,,,100,0.019111111111111113,,,
3m7pA_3ejhA,AF3,100,33,41,26,,,,,,,,0.0174,0.001,7.476,0.1955,0.1229,0.2066,100,,,100,0.0172,,,
3m7pA_3ejhA,Boltz2,100,18,22,60,,,,,,,,-0.0029,0.045,2.087,0.1955,0.1308,0.0514,100,,,100,0.1875,,,
3m7pA_3ejhA,ESM,100,28,31,41,,,,,,,,-0.0023,0.033,2.176,0.1955,0.0913,0.0771,100,,,100,0.06306666666666667,,,
3m7pA_3ejhA,MSAT,100,0,0,100,,,,,,,,-0.5306,0.8511,-1.136,-0.0,-0.4639,-0.8489,3,,no_F1F2_split,100,0.999,,,
3m7pA_3ejhA,CCMpred,100,0,0,100,,,,,,,,,,,,,,7,zero_variance,no_F1F2_split,100,,,,
3m7pA_3ejhA,DDG,100,41,40,19,,,,,,,,-0.012,0.6474,-0.412,0.1955,0.1069,-0.0161,100,,,100,0.6550164705882353,,,
3m7pA_3ejhA,S4PRED,100,0,0,100,,,,,,,,-0.0086,0.2488,0.446,0.1955,0.076,0.0178,100,,no_F1F2_split,100,0.3835896551724137,,,
3meeA_4b3oB,AF2,100,7,5,88,,,,,,,,-0.0135,0.7283,-0.638,0.2506,0.2332,-0.0138,100,,,100,0.8464027027027026,,,
3meeA_4b3oB,AF3,100,14,15,71,,,,,,,,0.0004,0.047,1.936,0.2506,0.2174,0.0461,100,,,100,0.1376,,,
3meeA_4b3oB,Boltz2,100,4,1,95,,,,,,,,0.0018,0.039,2.193,0.2506,0.2212,0.0516,100,,,100,0.17205882352941176,,,
3meeA_4b3oB,ESM,100,31,32,37,,,,,,,,-0.0154,0.8681,-0.995,0.2506,0.232,-0.0218,100,,,100,0.9332075,,,
3meeA_4b3oB,MSAT,100,0,0,100,,,,,,,,-0.0986,0.2697,0.435,0.0549,-0.0121,0.126,10,,no_F1F2_split,100,0.999,,,
3meeA_4b3oB,CCMpred,100,0,0,100,,,,,,,,,,,,,,10,zero_variance,no_F1F2_split,100,,,,
3meeA_4b3oB,DDG,100,52,33,15,,,,,,,,0.0175,0.002,5.658,0.2506,0.2169,0.1214,100,,,100,0.0043,,,
3meeA_4b3oB,S4PRED,100,0,0,100,,,,,,,,0.0004,0.045,2.037,0.2506,0.217,0.0464,100,,no_F1F2_split,100,0.10749999999999998,,,
3mkoA_5ineA,AF2,14,3,3,8,,,,,,,,-0.0774,0.2138,0.75,0.0647,0.0271,0.178,11,,,14,0.4484585365853659,,,
3mkoA_5ineA,AF3,14,3,6,5,,,,,,,,0.0108,0.003,3.282,0.0647,0.0105,1.003,11,,,14,0.03685714285714286,,,
3mkoA_5ineA,Boltz2,14,7,2,5,,,,,,,,-0.0847,0.1828,0.607,0.0647,0.0279,0.1195,11,,,14,0.4275,,,
3mkoA_5ineA,ESM,14,3,2,9,,,,,,,,-0.0593,0.1279,1.143,0.0647,0.0318,0.3085,11,,,14,0.18964482758620693,,,
3mkoA_5ineA,MSAT,14,0,0,14,,,,,,,,,,,,,,1,n<3,no_F1F2_split,14,,,,
3mkoA_5ineA,CCMpred,14,0,0,14,,,,,,,,,,,,,,1,n<3,no_F1F2_split,14,,,,
3mkoA_5ineA,DDG,14,7,4,3,,,,,,,,0.0012,0.005,2.957,0.0647,0.0337,0.7574,11,,,14,0.009555555555555555,,,
3mkoA_5ineA,S4PRED,14,3,4,7,,,,,,,,-0.096,0.4436,0.093,0.0647,0.0073,0.0376,11,,,14,0.49991688311688315,,,
3r9jC_2kxoA,AF2,100,26,28,46,,,,,,,,-0.0098,0.3726,0.154,0.066,0.0615,0.004,100,,,100,0.5722071428571428,,,
3r9jC_2kxoA,AF3,100,22,24,54,,,,,,,,-0.0072,0.0619,1.568,0.066,0.0614,0.0401,100,,,100,0.1613151515151515,,,
3r9jC_2kxoA,Boltz2,100,32,32,36,,,,,,,,-0.0092,0.2547,0.499,0.066,0.0603,0.0129,100,,,100,0.5162837837837838,,,
3r9jC_2kxoA,ESM,100,24,18,58,,,,,,,,-0.0082,0.1079,1.221,0.066,0.061,0.0268,100,,,100,0.16570357142857142,,,
3r9jC_2kxoA,MSAT,100,11,6,83,,,,,,,,-0.0574,0.6543,-0.484,0.0416,0.0094,-0.0763,20,,,100,0.999,,,
3r9jC_2kxoA,CCMpred,100,0,0,100,,,,,,,,-0.0555,0.8372,-1.014,0.0416,-0.0454,-0.3983,20,,no_F1F2_split,100,0.9684964285714287,,,
3r9jC_2kxoA,DDG,100,9,7,84,,,,,,,,0.0095,0.001,12.636,0.066,0.0611,0.2748,100,,,100,0.0026875000000000002,,,
3r9jC_2kxoA,S4PRED,100,43,21,36,,,,,,,,-0.009,0.1898,0.729,0.066,0.0615,0.0157,100,,,100,0.3139,,,
3t5oA_4a5wB,AF2,50,0,0,50,,,,,,,,0.0022,0.03,2.507,0.2294,0.1616,0.1245,50,,no_F1F2_split,50,0.1032,,,
3t5oA_4a5wB,AF3,50,1,0,49,,,,,,,,-0.0245,0.6374,-0.447,0.2294,0.16,-0.0225,50,,no_F1F2_split,50,0.7720619718309858,,,
3t5oA_4a5wB,Boltz2,50,1,2,47,,,,,,,,-0.0289,0.8751,-0.94,0.2294,0.1883,-0.0405,50,,,50,0.9942567567567568,,,
3t5oA_4a5wB,ESM,50,1,0,49,,,,,,,,0.0115,0.018,3.475,0.2294,0.1755,0.163,50,,no_F1F2_split,50,0.0387,,,
3t5oA_4a5wB,MSAT,50,0,0,50,,,,,,,,,,,,,,2,n<3,no_F1F2_split,50,,,,
3t5oA_4a5wB,CCMpred,50,0,0,50,,,,,,,,,,,,,,2,n<3,no_F1F2_split,50,,,,
3t5oA_4a5wB,DDG,50,26,15,9,,,,,,,,0.0262,0.002,5.322,0.2294,0.1361,0.2977,50,,,50,0.0043,,,
3t5oA_4a5wB,S4PRED,50,1,0,49,,,,,,,,0.0292,0.002,5.51,0.2294,0.2058,0.2194,50,,no_F1F2_split,50,0.013230769230769232,,,
3v0tA_3uyiA,AF2,100,0,0,100,,,,,,,,-0.0095,0.3257,0.22,0.1054,0.0893,0.0057,100,,no_F1F2_split,100,0.5284943396226415,,,
3v0tA_3uyiA,AF3,100,0,1,99,,,,,,,,-0.0099,0.3756,0.068,0.1054,0.0745,0.0022,100,,no_F1F2_split,100,0.5383600000000001,,,
3v0tA_3uyiA,Boltz2,100,0,0,100,,,,,,,,-0.0105,0.4945,-0.224,0.1054,0.0897,-0.0044,100,,no_F1F2_split,100,0.7272058823529411,,,
3v0tA_3uyiA,ESM,100,0,0,100,,,,,,,,-0.0109,0.5544,-0.354,0.1054,0.0856,-0.0085,100,,no_F1F2_split,100,0.6531287671232877,,,
3v0tA_3uyiA,MSAT,100,1,0,99,,,,,,,,-0.0521,0.4116,0.024,0.0596,-0.0127,0.0128,20,,no_F1F2_split,100,0.999,,,
3v0tA_3uyiA,CCMpred,100,0,0,100,,,,,,,,-0.0584,0.7083,-0.622,0.0596,0.0282,-0.0708,20,,no_F1F2_split,100,0.9336681818181819,,,
3v0tA_3uyiA,DDG,100,4,8,88,,,,,,,,0.0084,0.001,8.367,0.1054,0.0959,0.1743,100,,,100,0.0026875000000000002,,,
3v0tA_3uyiA,S4PRED,100,0,0,100,,,,,,,,-0.0094,0.2547,0.388,0.1054,0.0959,0.007,100,,no_F1F2_split,100,0.3835896551724137,,,
3ztjE_5hmgA,AF2,47,0,1,46,,,,,,,,-0.0178,0.3017,0.35,0.2343,0.1367,0.0251,47,,no_F1F2_split,47,0.5087490196078431,,,
3ztjE_5hmgA,AF3,47,0,0,47,,,,,,,,-0.0325,0.9071,-1.224,0.2343,0.1127,-0.0799,47,,no_F1F2_split,47,0.928697619047619,,,
3ztjE_5hmgA,Boltz2,47,0,0,47,,,,,,,,-0.0274,0.6723,-0.532,0.2343,0.1484,-0.033,47,,no_F1F2_split,47,0.9167727272727273,,,
3ztjE_5hmgA,ESM,47,0,0,47,,,,,,,,-0.0344,0.9141,-1.174,0.2343,0.1529,-0.0722,47,,no_F1F2_split,47,0.9471397590361446,,,
3ztjE_5hmgA,MSAT,47,0,0,47,,,,,,,,,,,,,,5,zero_variance,no_F1F2_split,47,,,,
3ztjE_5hmgA,CCMpred,47,0,0,47,,,,,,,,,,,,,,5,zero_variance,no_F1F2_split,47,,,,
3ztjE_5hmgA,DDG,47,12,11,24,,,,,,,,0.0328,0.001,5.222,0.2343,0.2101,0.2352,47,,,47,0.0026875000000000002,,,
3ztjE_5hmgA,S4PRED,47,0,0,47,,,,,,,,-0.0207,0.3906,0.116,0.2343,0.1726,0.0052,47,,no_F1F2_split,47,0.48683478260869567,,,
3zxgB_5ec5P,AF2,5,0,0,5,,,,,,,,-0.2218,0.2897,0.463,0.0,-0.1248,0.2249,5,,no_F1F2_split,5,0.5087490196078431,,,
3zxgB_5ec5P,AF3,5,1,3,1,,,,,,,,-0.222,0.3237,0.405,0.0,-0.1176,0.2116,5,,,5,0.5061490909090909,,,
3zxgB_5ec5P,Boltz2,5,0,0,5,,,,,,,,-0.3387,0.981,-1.588,0.0,-0.1353,-0.7734,5,,no_F1F2_split,5,0.9942567567567568,,,
3zxgB_5ec5P,ESM,5,0,0,5,,,,,,,,-0.2777,0.7163,-0.548,0.0,-0.1313,-0.2331,5,,no_F1F2_split,5,0.8000233766233766,,,
3zxgB_5ec5P,MSAT,5,0,0,5,,,,,,,,,,,,,,0,n<3,no_F1F2_split,5,,,,
3zxgB_5ec5P,CCMpred,5,0,0,5,,,,,,,,,,,,,,0,n<3,no_F1F2_split,5,,,,
3zxgB_5ec5P,DDG,5,1,1,3,,,,,,,,-0.2109,0.2737,0.593,0.0,-0.1232,0.3084,5,,,5,0.32691944444444443,,,
3zxgB_5ec5P,S4PRED,5,1,1,3,,,,,,,,-0.2118,0.3646,0.61,0.0,-0.1253,0.3068,5,,,5,0.47508484848484844,,,
4aalA_4aanA,AF2,100,1,1,98,,,,,,,,-0.0087,0.1968,0.705,0.0954,0.0747,0.0166,100,,,100,0.42312000000000005,,,
4aalA_4aanA,AF3,100,0,13,87,,,,,,,,-0.0101,0.4276,-0.009,0.0954,0.0845,-0.0,100,,no_F1F2_split,100,0.5837079365079365,,,
4aalA_4aanA,Boltz2,100,0,0,100,,,,,,,,-0.0096,0.3267,0.198,0.0954,0.0839,0.005,100,,no_F1F2_split,100,0.583392857142857,,,
4aalA_4aanA,ESM,100,2,0,98,,,,,,,,-0.0131,0.972,-1.368,0.0954,0.0681,-0.0388,100,,no_F1F2_split,100,0.989,,,
4aalA_4aanA,MSAT,100,0,0,100,,,,,,,,-0.0582,0.4805,-0.196,0.091,0.0765,-0.0201,19,,no_F1F2_split,100,0.999,,,
4aalA_4aanA,CCMpred,100,0,0,100,,,,,,,,-0.0388,0.0889,1.478,0.091,0.0259,0.2053,19,,no_F1F2_split,100,0.3683,,,
4aalA_4aanA,DDG,100,20,19,61,,,,,,,,-0.0087,0.2138,0.648,0.0954,0.0818,0.015,100,,,100,0.2626685714285714,,,
4aalA_4aanA,S4PRED,100,0,0,100,,,,,,,,-0.0004,0.004,4.149,0.0954,0.0897,0.097,100,,no_F1F2_split,100,0.02023529411764706,,,
4dxrA_4dxtA,AF2,100,0,0,100,,,,,,,,-0.0097,0.3616,0.151,0.1062,0.0886,0.0045,100,,no_F1F2_split,100,0.5722071428571428,,,
4dxrA_4dxtA,AF3,100,0,0,100,,,,,,,,-0.0082,0.1828,0.796,0.1062,0.0921,0.0183,100,,no_F1F2_split,100,0.3344851063829787,,,
4dxrA_4dxtA,Boltz2,100,0,1,99,,,,,,,,-0.0086,0.1918,0.62,0.1062,0.0565,0.0228,100,,no_F1F2_split,100,0.4275,,,
4dxrA_4dxtA,ESM,100,0,0,100,,,,,,,,-0.0079,0.1489,0.997,0.1062,0.0989,0.0206,100,,no_F1F2_split,100,0.2170406779661017,,,
4dxrA_4dxtA,MSAT,100,0,0,100,,,,,,,,-0.0552,0.5185,-0.204,0.0633,0.038,-0.0279,20,,no_F1F2_split,100,0.999,,,
4dxrA_4dxtA,CCMpred,100,0,0,100,,,,,,,,,,,,,,20,zero_variance,no_F1F2_split,100,,,,
4dxrA_4dxtA,DDG,100,20,18,62,,,,,,,,0.0004,0.002,4.294,0.1062,0.0967,0.098,100,,,100,0.0043,,,
4dxrA_4dxtA,S4PRED,100,0,0,100,,,,,,,,-0.0066,0.0899,1.385,0.1062,0.0984,0.0322,100,,no_F1F2_split,100,0.17571363636363635,,,
4gqcB_4gqcC,AF2,100,0,0,100,,,,,,,,-0.0113,0.6673,-0.571,0.1226,0.1111,-0.0102,100,,no_F1F2_split,100,0.8198257142857143,,,
4gqcB_4gqcC,AF3,100,0,0,100,,,,,,,,-0.0102,0.4386,-0.135,0.1226,0.1075,-0.0012,100,,no_F1F2_split,100,0.58936875,,,
4gqcB_4gqcC,Boltz2,100,0,0,100,,,,,,,,,,,,,,100,zero_variance,no_F1F2_split,100,,,,
4gqcB_4gqcC,ESM,100,0,2,98,,,,,,,,0.0084,0.001,8.962,0.1226,0.0942,0.1773,100,,no_F1F2_split,100,0.005058823529411765,,,
4gqcB_4gqcC,MSAT,100,0,0,100,,,,,,,,-0.0422,0.2368,0.402,0.1841,0.1331,0.0423,21,,no_F1F2_split,100,0.999,,,
4gqcB_4gqcC,CCMpred,100,0,0,100,,,,,,,,-0.0204,0.035,1.886,0.1841,0.0473,0.3043,21,,no_F1F2_split,100,0.20879999999999996,,,
4gqcB_4gqcC,DDG,100,5,4,91,,,,,,,,-0.0109,0.5465,-0.334,0.1226,0.1079,-0.0064,100,,,100,0.5662530120481927,,,
4gqcB_4gqcC,S4PRED,100,3,0,97,,,,,,,,-0.0104,0.4236,-0.136,0.1226,0.1154,-0.002,100,,no_F1F2_split,100,0.4990356164383562,,,
4h2aA_3j9cA,AF2,60,9,7,44,,,,,,,,-0.0033,0.009,3.201,0.1211,0.1066,0.1101,60,,,60,0.05159999999999999,,,
4h2aA_3j9cA,AF3,60,15,15,30,,,,,,,,0.0083,0.001,6.168,0.1211,0.1076,0.2029,60,,,60,0.0172,,,
4h2aA_3j9cA,Boltz2,60,2,2,56,,,,,,,,0.01,0.001,7.252,0.1211,0.1103,0.2121,60,,,60,0.012499999999999999,,,
4h2aA_3j9cA,ESM,60,7,11,42,,,,,,,,-0.0053,0.014,2.955,0.1211,0.1024,0.0977,60,,,60,0.03254054054054054,,,
4h2aA_3j9cA,MSAT,60,0,0,60,,,,,,,,-0.4574,0.4905,0.658,0.0,-0.4503,0.8562,3,,no_F1F2_split,60,0.999,,,
4h2aA_3j9cA,CCMpred,60,0,0,60,,,,,,,,,,,,,,3,zero_variance,no_F1F2_split,60,,,,
4h2aA_3j9cA,DDG,60,31,27,2,,,,,,,,0.0683,0.001,20.702,0.1211,0.1156,0.6434,60,,,60,0.0026875000000000002,,,
4h2aA_3j9cA,S4PRED,60,0,0,60,,,,,,,,-0.0114,0.0939,1.257,0.1211,0.0999,0.0475,60,,no_F1F2_split,60,0.17945333333333333,,,
4n9wA_4nc9C,AF2,100,9,2,89,,,,,,,,0.0048,0.007,4.322,0.1997,0.1702,0.0828,100,,,100,0.043,,,
4n9wA_4nc9C,AF3,100,7,4,89,,,,,,,,0.0005,0.013,3.442,0.1997,0.1711,0.0585,100,,,100,0.06576470588235293,,,
4n9wA_4nc9C,Boltz2,100,8,2,90,,,,,,,,0.0035,0.008,3.993,0.1997,0.1697,0.0758,100,,,100,0.06,,,
4n9wA_4nc9C,ESM,100,3,8,89,,,,,,,,0.0258,0.001,10.935,0.1997,0.1801,0.1888,100,,,100,0.005058823529411765,,,
4n9wA_4nc9C,MSAT,100,0,0,100,,,,,,,,-0.0641,0.4555,-0.076,0.0455,0.0179,-0.0196,17,,no_F1F2_split,100,0.999,,,
4n9wA_4nc9C,CCMpred,100,0,0,100,,,,,,,,-0.0623,0.4166,0.017,0.0455,-0.0144,0.0046,17,,no_F1F2_split,100,0.81983,,,
4n9wA_4nc9C,DDG,100,33,34,33,,,,,,,,0.0072,0.004,4.95,0.1997,0.1679,0.0974,100,,,100,0.008,,,
4n9wA_4nc9C,S4PRED,100,4,0,96,,,,,,,,0.0026,0.004,4.162,0.1997,0.1946,0.0623,100,,no_F1F2_split,100,0.02023529411764706,,,
4o01D_4o0pA,AF2,100,5,3,92,,,,,,,,0.0035,0.002,4.985,0.1741,0.1137,0.1098,100,,,100,0.019111111111111113,,,
4o01D_4o0pA,AF3,100,15,11,74,,,,,,,,-0.0105,0.4535,-0.164,0.1741,0.1362,-0.0027,100,,,100,0.6000153846153847,,,
4o01D_4o0pA,Boltz2,100,0,0,100,,,,,,,,-0.01,0.3427,0.093,0.1741,0.117,0.0011,100,,no_F1F2_split,100,0.5977325581395349,,,
4o01D_4o0pA,ESM,100,13,16,71,,,,,,,,0.0023,0.008,4.322,0.1741,0.1319,0.0876,100,,,100,0.022933333333333337,,,
4o01D_4o0pA,MSAT,100,0,0,100,,,,,,,,-0.0647,0.4446,0.11,0.0641,-0.0386,0.0696,16,,no_F1F2_split,100,0.999,,,
4o01D_4o0pA,CCMpred,100,0,0,100,,,,,,,,,,,,,,16,zero_variance,no_F1F2_split,100,,,,
4o01D_4o0pA,DDG,100,35,36,29,,,,,,,,0.0421,0.001,19.36,0.1741,0.1329,0.3652,100,,,100,0.0026875000000000002,,,
4o01D_4o0pA,S4PRED,100,0,0,100,,,,,,,,-0.0098,0.3247,0.16,0.1741,0.1282,0.0019,100,,no_F1F2_split,100,0.4432412698412698,,,
4pyjA_4pyiA,AF2,100,0,6,94,,,,,,,,-0.0118,0.8302,-0.826,0.0946,0.0798,-0.0187,100,,no_F1F2_split,100,0.9070278481012659,,,
4pyjA_4pyiA,AF3,100,0,0,100,,,,,,,,-0.0079,0.1239,1.141,0.0946,0.0771,0.0257,100,,no_F1F2_split,100,0.24980000000000002,,,
4pyjA_4pyiA,Boltz2,100,1,0,99,,,,,,,,-0.0118,0.8162,-0.844,0.0946,0.0851,-0.0179,100,,no_F1F2_split,100,0.9942567567567568,,,
4pyjA_4pyiA,ESM,100,0,2,98,,,,,,,,-0.0037,0.012,3.3,0.0946,0.0791,0.0713,100,,no_F1F2_split,100,0.029485714285714285,,,
4pyjA_4pyiA,MSAT,100,0,0,100,,,,,,,,-0.0809,0.997,-1.835,0.0896,0.0628,-0.2139,19,,no_F1F2_split,100,0.999,,,
4pyjA_4pyiA,CCMpred,100,0,0,100,,,,,,,,-0.0305,0.036,2.238,0.0896,0.0129,0.3657,19,,no_F1F2_split,100,0.20879999999999996,,,
4pyjA_4pyiA,DDG,100,15,16,69,,,,,,,,0.015,0.001,12.307,0.0946,0.0897,0.2516,100,,,100,0.0026875000000000002,,,
4pyjA_4pyiA,S4PRED,100,0,6,94,,,,,,,,-0.0033,0.009,3.539,0.0946,0.0833,0.0733,100,,no_F1F2_split,100,0.035181818181818175,,,
4q79F_4uv2D,AF2,100,6,7,87,,,,,,,,-0.0119,0.7013,-0.595,0.1698,0.1306,-0.0131,100,,,100,0.8261890410958905,,,
4q79F_4uv2D,AF3,100,15,11,74,,,,,,,,-0.0062,0.1109,1.279,0.1698,0.13,0.0281,100,,,100,0.242735,,,
4q79F_4uv2D,Boltz2,100,1,5,94,,,,,,,,-0.0118,0.6893,-0.558,0.1698,0.1141,-0.0138,100,,,100,0.9210775862068966,,,
4q79F_4uv2D,ESM,100,17,10,73,,,,,,,,-0.0079,0.1948,0.707,0.1698,0.1409,0.0145,100,,,100,0.2617625,,,
4q79F_4uv2D,MSAT,100,1,0,99,,,,,,,,-0.0685,0.954,-1.52,0.1221,-0.0097,-0.2825,19,,no_F1F2_split,100,0.999,,,
4q79F_4uv2D,CCMpred,100,0,0,100,,,,,,,,,,,,,,19,zero_variance,no_F1F2_split,100,,,,
4q79F_4uv2D,DDG,100,34,35,31,,,,,,,,0.0456,0.001,17.506,0.1698,0.1539,0.3399,100,,,100,0.0026875000000000002,,,
