pdb_file,score_pdb1,score_pdb2,Fold,cluster_num,unique_fold_score
ShallowMsa_040_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.33016,0.74345,2hdm,040,0.0
ShallowMsa_040_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,0.32884,0.73792,2hdm,040,0.0
ShallowMsa_040_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb,0.33036,0.75457,2hdm,040,0.0
ShallowMsa_040_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,0.34188,0.75757,2hdm,040,0.0
ShallowMsa_040_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.32943,0.72319,2hdm,040,0.0
ShallowMsa_041_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.33751,0.75897,2hdm,041,0.0
ShallowMsa_041_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,0.3344,0.76184,2hdm,041,0.0
ShallowMsa_041_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb,0.33459,0.76135,2hdm,041,0.0
ShallowMsa_041_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.33242,0.7384,2hdm,041,0.0
ShallowMsa_041_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000.pdb,0.33836,0.72927,2hdm,041,0.0
ShallowMsa_042_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.32927,0.76142,2hdm,042,0.0
ShallowMsa_042_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.33598,0.75497,2hdm,042,0.0
ShallowMsa_042_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb,0.33452,0.75489,2hdm,042,0.0
ShallowMsa_042_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.33196,0.73968,2hdm,042,0.0
ShallowMsa_042_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000.pdb,0.3341,0.75833,2hdm,042,0.0
ShallowMsa_043_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.33639,0.73868,2hdm,043,0.0
ShallowMsa_043_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,0.33331,0.74986,2hdm,043,0.0
ShallowMsa_043_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.3365,0.75651,2hdm,043,0.0
ShallowMsa_043_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.33526,0.7372,2hdm,043,0.0
ShallowMsa_043_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.3388,0.7414,2hdm,043,0.0
ShallowMsa_044_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.33458,0.74787,2hdm,044,0.0
ShallowMsa_044_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.3359,0.73848,2hdm,044,0.0
ShallowMsa_044_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.33949,0.75224,2hdm,044,0.0
ShallowMsa_044_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.34065,0.74759,2hdm,044,0.0
ShallowMsa_044_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.33497,0.73668,2hdm,044,0.0
ShallowMsa_045_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,0.33393,0.75326,2hdm,045,0.0
ShallowMsa_045_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.33585,0.7577,2hdm,045,0.0
ShallowMsa_045_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,0.33679,0.74975,2hdm,045,0.0
ShallowMsa_045_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.33911,0.7666,2hdm,045,0.0
ShallowMsa_045_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.33555,0.74534,2hdm,045,0.0
ShallowMsa_046_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,0.33916,0.76905,2hdm,046,0.0
ShallowMsa_046_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.3376,0.76122,2hdm,046,0.0
ShallowMsa_046_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,0.33864,0.765,2hdm,046,0.0
ShallowMsa_046_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.33958,0.76194,2hdm,046,0.0
ShallowMsa_046_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.3405,0.76632,2hdm,046,0.0
ShallowMsa_047_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.33719,0.76036,2hdm,047,0.0
ShallowMsa_047_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,0.34052,0.74798,2hdm,047,0.0
ShallowMsa_047_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,0.32599,0.75715,2hdm,047,0.0
ShallowMsa_047_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.34131,0.75833,2hdm,047,0.0
ShallowMsa_047_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.33226,0.75709,2hdm,047,0.0
ShallowMsa_048_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.33565,0.75038,2hdm,048,0.0
ShallowMsa_048_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.33681,0.75754,2hdm,048,0.0
ShallowMsa_048_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.33752,0.77107,2hdm,048,0.0
ShallowMsa_048_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.33241,0.74516,2hdm,048,0.0
ShallowMsa_048_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.33764,0.77563,2hdm,048,0.0
ShallowMsa_049_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.34115,0.73321,2hdm,049,0.0
ShallowMsa_049_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,0.33759,0.746,2hdm,049,0.0
ShallowMsa_049_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.34202,0.70047,2hdm,049,0.0
ShallowMsa_049_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.33619,0.71167,2hdm,049,0.0
ShallowMsa_049_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.33877,0.71355,2hdm,049,0.0
ShallowMsa_050_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.33984,0.76351,2hdm,050,0.0
ShallowMsa_050_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.33906,0.77636,2hdm,050,0.0
ShallowMsa_050_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.34348,0.76114,2hdm,050,0.0
ShallowMsa_050_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.34205,0.76493,2hdm,050,0.0
ShallowMsa_050_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.34644,0.77147,2hdm,050,0.0
ShallowMsa_051_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,0.33638,0.75233,2hdm,051,0.0
ShallowMsa_051_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.3349,0.74271,2hdm,051,0.0
ShallowMsa_051_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,0.3335,0.75295,2hdm,051,0.0
ShallowMsa_051_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.33616,0.75554,2hdm,051,0.0
ShallowMsa_051_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.33413,0.77677,2hdm,051,0.0
ShallowMsa_052_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.33435,0.75468,2hdm,052,0.0
ShallowMsa_052_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.33481,0.75377,2hdm,052,0.0
ShallowMsa_052_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb,0.33523,0.77571,2hdm,052,0.0
ShallowMsa_052_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.33397,0.76443,2hdm,052,0.0
ShallowMsa_052_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000.pdb,0.3357,0.71925,2hdm,052,0.0
ShallowMsa_053_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.33524,0.75256,2hdm,053,0.0
ShallowMsa_053_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,0.33868,0.73882,2hdm,053,0.0
ShallowMsa_053_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.32422,0.75228,2hdm,053,0.0
ShallowMsa_053_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.33806,0.74041,2hdm,053,0.0
ShallowMsa_053_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.34247,0.72523,2hdm,053,0.0
DeepMsa_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.89253,0.70636,3g0h,Query,0.8
DeepMsa_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.69713,0.82986,3ews,Query,0.8
DeepMsa_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb,0.89555,0.69563,3g0h,Query,0.8
DeepMsa_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.9032,0.69842,3g0h,Query,0.8
DeepMsa_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000.pdb,0.88336,0.7227,3g0h,Query,0.8
ShallowMsa_000_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.75351,0.68219,3g0h,000,0.8
ShallowMsa_000_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,0.88047,0.66351,3g0h,000,0.8
ShallowMsa_000_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.67128,0.7162,3ews,000,0.8
ShallowMsa_000_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.73377,0.69274,3g0h,000,0.8
ShallowMsa_000_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.84606,0.66217,3g0h,000,0.8
ShallowMsa_001_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.87541,0.68536,3g0h,001,1.0
ShallowMsa_001_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,0.84229,0.71195,3g0h,001,1.0
ShallowMsa_001_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb,0.8495,0.70029,3g0h,001,1.0
ShallowMsa_001_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb,0.85824,0.69692,3g0h,001,1.0
ShallowMsa_001_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.85922,0.69282,3g0h,001,1.0
ShallowMsa_002_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,0.89615,0.69378,3g0h,002,1.0
ShallowMsa_002_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,0.88445,0.70048,3g0h,002,1.0
ShallowMsa_002_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,0.87055,0.68683,3g0h,002,1.0
ShallowMsa_002_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.88699,0.70871,3g0h,002,1.0
ShallowMsa_002_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.89788,0.68384,3g0h,002,1.0
ShallowMsa_003_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,0.87962,0.69399,3g0h,003,1.0
ShallowMsa_003_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,0.82883,0.68989,3g0h,003,1.0
ShallowMsa_003_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,0.81468,0.7086,3g0h,003,1.0
ShallowMsa_003_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.74814,0.61947,3g0h,003,1.0
ShallowMsa_003_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,0.74508,0.6264,3g0h,003,1.0
ShallowMsa_004_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,0.87404,0.69573,3g0h,004,1.0
ShallowMsa_004_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,0.86617,0.70143,3g0h,004,1.0
ShallowMsa_004_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,0.80655,0.69582,3g0h,004,1.0
ShallowMsa_004_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.7946,0.70293,3g0h,004,1.0
ShallowMsa_004_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.79205,0.69381,3g0h,004,1.0
ShallowMsa_005_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,0.82902,0.67406,3g0h,005,1.0
ShallowMsa_005_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,0.86091,0.6648,3g0h,005,1.0
ShallowMsa_005_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,0.87217,0.69104,3g0h,005,1.0
ShallowMsa_005_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb,0.83356,0.68007,3g0h,005,1.0
ShallowMsa_005_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.80602,0.66478,3g0h,005,1.0
ShallowMsa_006_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,0.87228,0.68888,3g0h,006,1.0
ShallowMsa_006_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.88371,0.65488,3g0h,006,1.0
ShallowMsa_006_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb,0.85429,0.66113,3g0h,006,1.0
ShallowMsa_006_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb,0.84233,0.65372,3g0h,006,1.0
ShallowMsa_006_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.76396,0.64995,3g0h,006,1.0
ShallowMsa_007_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.75828,0.66021,3g0h,007,0.8
ShallowMsa_007_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb,0.65045,0.65583,3ews,007,0.8
ShallowMsa_007_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.79173,0.67494,3g0h,007,0.8
ShallowMsa_007_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.65103,0.64507,3g0h,007,0.8
ShallowMsa_007_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_000.pdb,0.68766,0.66146,3g0h,007,0.8
ShallowMsa_008_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.88956,0.7028,3g0h,008,1.0
ShallowMsa_008_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.88902,0.70387,3g0h,008,1.0
ShallowMsa_008_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.90057,0.68879,3g0h,008,1.0
ShallowMsa_008_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.89618,0.68606,3g0h,008,1.0
ShallowMsa_008_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.906,0.67394,3g0h,008,1.0
ShallowMsa_009_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.86235,0.68358,3g0h,009,1.0
ShallowMsa_009_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,0.88494,0.67671,3g0h,009,1.0
ShallowMsa_009_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,0.8768,0.67911,3g0h,009,1.0
ShallowMsa_009_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.87185,0.67574,3g0h,009,1.0
ShallowMsa_009_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.87374,0.64731,3g0h,009,1.0
ShallowMsa_010_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.72405,0.69553,3g0h,010,1.0
ShallowMsa_010_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,0.78305,0.69087,3g0h,010,1.0
ShallowMsa_010_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb,0.80071,0.71479,3g0h,010,1.0
ShallowMsa_010_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,0.81883,0.67193,3g0h,010,1.0
ShallowMsa_010_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.79336,0.63726,3g0h,010,1.0
ShallowMsa_011_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.86102,0.70117,3g0h,011,1.0
ShallowMsa_011_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,0.87877,0.70741,3g0h,011,1.0
ShallowMsa_011_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,0.89532,0.70628,3g0h,011,1.0
ShallowMsa_011_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.88461,0.71699,3g0h,011,1.0
ShallowMsa_011_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.91347,0.6812,3g0h,011,1.0
ShallowMsa_012_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.80353,0.68941,3g0h,012,1.0
ShallowMsa_012_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,0.82867,0.6987,3g0h,012,1.0
ShallowMsa_012_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,0.82764,0.70386,3g0h,012,1.0
ShallowMsa_012_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.85332,0.70065,3g0h,012,1.0
ShallowMsa_012_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.85276,0.68634,3g0h,012,1.0
ShallowMsa_013_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,0.87135,0.67287,3g0h,013,1.0
ShallowMsa_013_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.89756,0.68603,3g0h,013,1.0
ShallowMsa_013_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,0.87958,0.68737,3g0h,013,1.0
ShallowMsa_013_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.85614,0.69985,3g0h,013,1.0
ShallowMsa_013_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.86646,0.66852,3g0h,013,1.0
ShallowMsa_014_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.86878,0.67192,3g0h,014,1.0
ShallowMsa_014_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb,0.87568,0.67512,3g0h,014,1.0
ShallowMsa_014_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.86208,0.68486,3g0h,014,1.0
ShallowMsa_014_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb,0.86206,0.67585,3g0h,014,1.0
ShallowMsa_014_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.86411,0.66391,3g0h,014,1.0
ShallowMsa_015_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.87655,0.69084,3g0h,015,1.0
ShallowMsa_015_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,0.85834,0.7085,3g0h,015,1.0
ShallowMsa_015_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb,0.88445,0.70996,3g0h,015,1.0
ShallowMsa_015_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,0.86166,0.70853,3g0h,015,1.0
ShallowMsa_015_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.87495,0.70249,3g0h,015,1.0
ShallowMsa_016_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,0.89327,0.67477,3g0h,016,1.0
ShallowMsa_016_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.89345,0.68649,3g0h,016,1.0
ShallowMsa_016_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,0.87103,0.68232,3g0h,016,1.0
ShallowMsa_016_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.86037,0.69861,3g0h,016,1.0
ShallowMsa_016_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.84897,0.66188,3g0h,016,1.0
ShallowMsa_017_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.89571,0.70606,3g0h,017,1.0
ShallowMsa_017_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,0.8892,0.7068,3g0h,017,1.0
ShallowMsa_017_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.8983,0.69871,3g0h,017,1.0
ShallowMsa_017_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.89634,0.70976,3g0h,017,1.0
ShallowMsa_017_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.90492,0.69221,3g0h,017,1.0
ShallowMsa_018_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.87554,0.68888,3g0h,018,1.0
ShallowMsa_018_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.89355,0.67239,3g0h,018,1.0
ShallowMsa_018_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.88746,0.67878,3g0h,018,1.0
ShallowMsa_018_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.87835,0.69533,3g0h,018,1.0
ShallowMsa_018_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.90366,0.66794,3g0h,018,1.0
ShallowMsa_019_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.88701,0.68502,3g0h,019,1.0
ShallowMsa_019_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.86229,0.6494,3g0h,019,1.0
ShallowMsa_019_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.8629,0.66822,3g0h,019,1.0
ShallowMsa_019_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.86224,0.67495,3g0h,019,1.0
ShallowMsa_019_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.86946,0.64655,3g0h,019,1.0
ShallowMsa_020_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.8712,0.69332,3g0h,020,1.0
ShallowMsa_020_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,0.86927,0.67883,3g0h,020,1.0
ShallowMsa_020_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb,0.8385,0.6989,3g0h,020,1.0
ShallowMsa_020_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,0.87317,0.67813,3g0h,020,1.0
ShallowMsa_020_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.8429,0.67819,3g0h,020,1.0
ShallowMsa_021_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.89301,0.68104,3g0h,021,1.0
ShallowMsa_021_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb,0.86177,0.70749,3g0h,021,1.0
ShallowMsa_021_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,0.89546,0.67294,3g0h,021,1.0
ShallowMsa_021_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.85921,0.66214,3g0h,021,1.0
ShallowMsa_021_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000.pdb,0.87403,0.68122,3g0h,021,1.0
ShallowMsa_022_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,0.89205,0.69386,3g0h,022,1.0
ShallowMsa_022_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,0.90525,0.65283,3g0h,022,1.0
ShallowMsa_022_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,0.8644,0.70729,3g0h,022,1.0
ShallowMsa_022_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb,0.87386,0.69143,3g0h,022,1.0
ShallowMsa_022_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.86594,0.70496,3g0h,022,1.0
ShallowMsa_023_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,0.85272,0.70881,3g0h,023,0.8
ShallowMsa_023_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,0.86311,0.7107,3g0h,023,0.8
ShallowMsa_023_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,0.87525,0.69933,3g0h,023,0.8
ShallowMsa_023_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.68691,0.7119,3ews,023,0.8
ShallowMsa_023_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.78352,0.69436,3g0h,023,0.8
ShallowMsa_024_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.90299,0.68398,3g0h,024,1.0
ShallowMsa_024_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,0.8845,0.67998,3g0h,024,1.0
ShallowMsa_024_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb,0.87275,0.66589,3g0h,024,1.0
ShallowMsa_024_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb,0.83353,0.65545,3g0h,024,1.0
ShallowMsa_024_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.86727,0.66953,3g0h,024,1.0
ShallowMsa_025_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,0.88008,0.70233,3g0h,025,1.0
ShallowMsa_025_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,0.86581,0.68609,3g0h,025,1.0
ShallowMsa_025_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,0.85528,0.69552,3g0h,025,1.0
ShallowMsa_025_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb,0.86598,0.69911,3g0h,025,1.0
ShallowMsa_025_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.87779,0.70207,3g0h,025,1.0
ShallowMsa_026_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.86567,0.69011,3g0h,026,1.0
ShallowMsa_026_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,0.89175,0.6821,3g0h,026,1.0
ShallowMsa_026_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,0.88994,0.70355,3g0h,026,1.0
ShallowMsa_026_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.89345,0.69229,3g0h,026,1.0
ShallowMsa_026_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.89581,0.68806,3g0h,026,1.0
ShallowMsa_027_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.87482,0.69191,3g0h,027,1.0
