FoldPair,File,recall_only_fold1,recall_only_fold2,cluster_num
5c3iF_3kuyA,msa_t__ShallowMsa_024.npy,0.1,0.05,024
5c3iF_3kuyA,msa_t__ShallowMsa_030.npy,0.03,0.06,030
5c3iF_3kuyA,msa_t__ShallowMsa_031.npy,0.01,0.05,031
5c3iF_3kuyA,msa_t__ShallowMsa_025.npy,0.1,0.1,025
5c3iF_3kuyA,msa_t__ShallowMsa_019.npy,0.1,0.03,019
1xtgB_3j97M,msa_t__ShallowMsa_000.npy,1,0.26,000
1xtgB_3j97M,msa_t__ShallowMsa_014.npy,0,0.17,014
1xtgB_3j97M,msa_t__ShallowMsa_028.npy,1,0.41,028
1xtgB_3j97M,msa_t__ShallowMsa_029.npy,0,0.3,029
1xtgB_3j97M,msa_t__ShallowMsa_015.npy,0,0.29,015
1xtgB_3j97M,msa_t__ShallowMsa_001.npy,0,0.29,001
1xtgB_3j97M,msa_t__ShallowMsa_017.npy,0,0.39,017
1xtgB_3j97M,msa_t__ShallowMsa_003.npy,0,0.45,003
1xtgB_3j97M,msa_t__ShallowMsa_002.npy,0,0.43,002
1xtgB_3j97M,msa_t__ShallowMsa_016.npy,0,0.4,016
1xtgB_3j97M,msa_t__ShallowMsa_012.npy,0,0.31,012
1xtgB_3j97M,msa_t__ShallowMsa_006.npy,0,0.27,006
1xtgB_3j97M,msa_t__ShallowMsa_007.npy,0,0.14,007
1xtgB_3j97M,msa_t__ShallowMsa_013.npy,0,0.19,013
1xtgB_3j97M,msa_t__ShallowMsa_039.npy,0,0.25,039
1xtgB_3j97M,msa_t__ShallowMsa_005.npy,0,0.45,005
1xtgB_3j97M,msa_t__ShallowMsa_011.npy,1,0.48,011
1xtgB_3j97M,msa_t__ShallowMsa_010.npy,0,0.25,010
1xtgB_3j97M,msa_t__ShallowMsa_004.npy,0,0.38,004
1xtgB_3j97M,msa_t__ShallowMsa_038.npy,0,0.3,038
1xtgB_3j97M,msa_t__ShallowMsa_048.npy,0,0.34,048
1xtgB_3j97M,msa_t__ShallowMsa_049.npy,0,0.08,049
1xtgB_3j97M,msa_t__ShallowMsa_058.npy,0,0.1,058
1xtgB_3j97M,msa_t__ShallowMsa_042.npy,0,0.25,042
1xtgB_3j97M,msa_t__ShallowMsa_056.npy,0,0.29,056
1xtgB_3j97M,msa_t__ShallowMsa_057.npy,0,0.15,057
1xtgB_3j97M,msa_t__ShallowMsa_043.npy,0,0.11,043
1xtgB_3j97M,msa_t__ShallowMsa_055.npy,0,0.22,055
1xtgB_3j97M,msa_t__ShallowMsa_041.npy,0,0.09,041
1xtgB_3j97M,msa_t__ShallowMsa_040.npy,0,0.16,040
1xtgB_3j97M,msa_t__ShallowMsa_054.npy,0,0.06,054
1xtgB_3j97M,msa_t__ShallowMsa_050.npy,0,0.09,050
1xtgB_3j97M,msa_t__ShallowMsa_044.npy,0,0.14,044
1xtgB_3j97M,msa_t__ShallowMsa_045.npy,0,0,045
1xtgB_3j97M,msa_t__ShallowMsa_051.npy,0,0.15,051
1xtgB_3j97M,msa_t__ShallowMsa_047.npy,0,0.09,047
1xtgB_3j97M,msa_t__ShallowMsa_053.npy,0,0.11,053
1xtgB_3j97M,msa_t__ShallowMsa_052.npy,0,0.1,052
1xtgB_3j97M,msa_t__ShallowMsa_046.npy,0,0.16,046
1xtgB_3j97M,msa_t__ShallowMsa_021.npy,0,0.38,021
1xtgB_3j97M,msa_t__ShallowMsa_035.npy,1,0.35,035
1xtgB_3j97M,msa_t__ShallowMsa_009.npy,0,0.33,009
1xtgB_3j97M,msa_t__ShallowMsa_008.npy,0,0.35,008
1xtgB_3j97M,msa_t__ShallowMsa_034.npy,0,0.3,034
1xtgB_3j97M,msa_t__ShallowMsa_020.npy,1,0.33,020
1xtgB_3j97M,msa_t__ShallowMsa_036.npy,0,0.26,036
1xtgB_3j97M,msa_t__ShallowMsa_022.npy,0,0.32,022
1xtgB_3j97M,msa_t__ShallowMsa_023.npy,1,0.31,023
1xtgB_3j97M,msa_t__ShallowMsa_037.npy,0,0.35,037
1xtgB_3j97M,msa_t__ShallowMsa_033.npy,1,0.41,033
1xtgB_3j97M,msa_t__ShallowMsa_027.npy,1,0.27,027
1xtgB_3j97M,msa_t__ShallowMsa_026.npy,0,0.25,026
1xtgB_3j97M,msa_t__ShallowMsa_032.npy,0,0.21,032
1xtgB_3j97M,msa_t__ShallowMsa_018.npy,0,0.22,018
1xtgB_3j97M,msa_t__ShallowMsa_024.npy,0,0.22,024
1xtgB_3j97M,msa_t__ShallowMsa_030.npy,1,0.38,030
1xtgB_3j97M,msa_t__ShallowMsa_031.npy,0,0.47,031
1xtgB_3j97M,msa_t__ShallowMsa_025.npy,1,0.24,025
1xtgB_3j97M,msa_t__ShallowMsa_019.npy,0,0.38,019
4pyjA_4pyiA,msa_t__ShallowMsa_000.npy,0.02,0.04,000
4pyjA_4pyiA,msa_t__ShallowMsa_014.npy,0.03,0.17,014
4pyjA_4pyiA,msa_t__ShallowMsa_028.npy,0.06,0.03,028
4pyjA_4pyiA,msa_t__ShallowMsa_029.npy,0.02,0.05,029
4pyjA_4pyiA,msa_t__ShallowMsa_015.npy,0.06,0.05,015
4pyjA_4pyiA,msa_t__ShallowMsa_001.npy,0.06,0.11,001
4pyjA_4pyiA,msa_t__ShallowMsa_017.npy,0.08,0.29,017
4pyjA_4pyiA,msa_t__ShallowMsa_003.npy,0.03,0.03,003
4pyjA_4pyiA,msa_t__ShallowMsa_002.npy,0.11,0.32,002
4pyjA_4pyiA,msa_t__ShallowMsa_016.npy,0.06,0.32,016
4pyjA_4pyiA,msa_t__ShallowMsa_012.npy,0.08,0.14,012
4pyjA_4pyiA,msa_t__ShallowMsa_006.npy,0.11,0.18,006
4pyjA_4pyiA,msa_t__ShallowMsa_007.npy,0.07,0.22,007
4pyjA_4pyiA,msa_t__ShallowMsa_013.npy,0.06,0.25,013
4pyjA_4pyiA,msa_t__ShallowMsa_039.npy,0.02,0.02,039
4pyjA_4pyiA,msa_t__ShallowMsa_005.npy,0.1,0.3,005
4pyjA_4pyiA,msa_t__ShallowMsa_011.npy,0.03,0.14,011
4pyjA_4pyiA,msa_t__ShallowMsa_010.npy,0.03,0.08,010
4pyjA_4pyiA,msa_t__ShallowMsa_004.npy,0.06,0.15,004
4pyjA_4pyiA,msa_t__ShallowMsa_038.npy,0.02,0.01,038
4pyjA_4pyiA,msa_t__ShallowMsa_021.npy,0.07,0.2,021
4pyjA_4pyiA,msa_t__ShallowMsa_035.npy,0.02,0.01,035
4pyjA_4pyiA,msa_t__ShallowMsa_009.npy,0.1,0.32,009
4pyjA_4pyiA,msa_t__ShallowMsa_008.npy,0.02,0.03,008
4pyjA_4pyiA,msa_t__ShallowMsa_034.npy,0.05,0.04,034
4pyjA_4pyiA,msa_t__ShallowMsa_020.npy,0.06,0.21,020
4pyjA_4pyiA,msa_t__ShallowMsa_036.npy,0.02,0.02,036
4pyjA_4pyiA,msa_t__ShallowMsa_022.npy,0.13,0.09,022
4pyjA_4pyiA,msa_t__ShallowMsa_023.npy,0.03,0.04,023
4pyjA_4pyiA,msa_t__ShallowMsa_037.npy,0.03,0.02,037
4pyjA_4pyiA,msa_t__ShallowMsa_033.npy,0.05,0.05,033
4pyjA_4pyiA,msa_t__ShallowMsa_027.npy,0.15,0.17,027
4pyjA_4pyiA,msa_t__ShallowMsa_026.npy,0.01,0,026
4pyjA_4pyiA,msa_t__ShallowMsa_032.npy,0,0,032
4pyjA_4pyiA,msa_t__ShallowMsa_018.npy,0.06,0.08,018
4pyjA_4pyiA,msa_t__ShallowMsa_024.npy,0.05,0.04,024
4pyjA_4pyiA,msa_t__ShallowMsa_030.npy,0.01,0.01,030
4pyjA_4pyiA,msa_t__ShallowMsa_031.npy,0.09,0.05,031
4pyjA_4pyiA,msa_t__ShallowMsa_025.npy,0.05,0.04,025
4pyjA_4pyiA,msa_t__ShallowMsa_019.npy,0.06,0.11,019
1eboE_5fhcJ,msa_t__ShallowMsa_000.npy,0.28,0.04,000
1eboE_5fhcJ,msa_t__ShallowMsa_001.npy,0.14,0.02,001
1eboE_5fhcJ,msa_t__ShallowMsa_002.npy,0.02,0,002
2bzyB_2lqwA,msa_t__ShallowMsa_000.npy,0.32,0.3,000
2bzyB_2lqwA,msa_t__ShallowMsa_014.npy,0,0.03,014
2bzyB_2lqwA,msa_t__ShallowMsa_028.npy,0.32,0.15,028
2bzyB_2lqwA,msa_t__ShallowMsa_029.npy,0.21,0.35,029
2bzyB_2lqwA,msa_t__ShallowMsa_015.npy,0.05,0.01,015
2bzyB_2lqwA,msa_t__ShallowMsa_001.npy,0.21,0.29,001
2bzyB_2lqwA,msa_t__ShallowMsa_017.npy,0,0.05,017
2bzyB_2lqwA,msa_t__ShallowMsa_003.npy,0.21,0.25,003
2bzyB_2lqwA,msa_t__ShallowMsa_002.npy,0.21,0.35,002
2bzyB_2lqwA,msa_t__ShallowMsa_016.npy,0.05,0.04,016
2bzyB_2lqwA,msa_t__ShallowMsa_012.npy,0,0,012
2bzyB_2lqwA,msa_t__ShallowMsa_006.npy,0.26,0.27,006
2bzyB_2lqwA,msa_t__ShallowMsa_007.npy,0.21,0.28,007
2bzyB_2lqwA,msa_t__ShallowMsa_013.npy,0,0,013
2bzyB_2lqwA,msa_t__ShallowMsa_039.npy,0.26,0.32,039
2bzyB_2lqwA,msa_t__ShallowMsa_005.npy,0.26,0.13,005
2bzyB_2lqwA,msa_t__ShallowMsa_011.npy,0.21,0.1,011
2bzyB_2lqwA,msa_t__ShallowMsa_010.npy,0.21,0.06,010
2bzyB_2lqwA,msa_t__ShallowMsa_004.npy,0.32,0.24,004
2bzyB_2lqwA,msa_t__ShallowMsa_038.npy,0.21,0.17,038
2bzyB_2lqwA,msa_t__ShallowMsa_048.npy,0.26,0.18,048
2bzyB_2lqwA,msa_t__ShallowMsa_049.npy,0.26,0.32,049
2bzyB_2lqwA,msa_t__ShallowMsa_042.npy,0.32,0.27,042
2bzyB_2lqwA,msa_t__ShallowMsa_043.npy,0.26,0.3,043
2bzyB_2lqwA,msa_t__ShallowMsa_041.npy,0.32,0.29,041
2bzyB_2lqwA,msa_t__ShallowMsa_040.npy,0.21,0.16,040
2bzyB_2lqwA,msa_t__ShallowMsa_044.npy,0.32,0.32,044
2bzyB_2lqwA,msa_t__ShallowMsa_045.npy,0.16,0.02,045
2bzyB_2lqwA,msa_t__ShallowMsa_047.npy,0.21,0.06,047
2bzyB_2lqwA,msa_t__ShallowMsa_046.npy,0.11,0.01,046
2bzyB_2lqwA,msa_t__ShallowMsa_021.npy,0,0.02,021
2bzyB_2lqwA,msa_t__ShallowMsa_035.npy,0.32,0.07,035
2bzyB_2lqwA,msa_t__ShallowMsa_009.npy,0.21,0.28,009
2bzyB_2lqwA,msa_t__ShallowMsa_008.npy,0.26,0.24,008
2bzyB_2lqwA,msa_t__ShallowMsa_034.npy,0.21,0.3,034
2bzyB_2lqwA,msa_t__ShallowMsa_020.npy,0,0,020
2bzyB_2lqwA,msa_t__ShallowMsa_036.npy,0.26,0.38,036
2bzyB_2lqwA,msa_t__ShallowMsa_022.npy,0,0,022
2bzyB_2lqwA,msa_t__ShallowMsa_023.npy,0,0.01,023
2bzyB_2lqwA,msa_t__ShallowMsa_037.npy,0.32,0.18,037
2bzyB_2lqwA,msa_t__ShallowMsa_033.npy,0.26,0.15,033
2bzyB_2lqwA,msa_t__ShallowMsa_027.npy,0.32,0.22,027
2bzyB_2lqwA,msa_t__ShallowMsa_026.npy,0.26,0.3,026
2bzyB_2lqwA,msa_t__ShallowMsa_032.npy,0.16,0.02,032
2bzyB_2lqwA,msa_t__ShallowMsa_018.npy,0,0.01,018
2bzyB_2lqwA,msa_t__ShallowMsa_024.npy,0,0,024
2bzyB_2lqwA,msa_t__ShallowMsa_030.npy,0.26,0.33,030
2bzyB_2lqwA,msa_t__ShallowMsa_031.npy,0.26,0.19,031
2bzyB_2lqwA,msa_t__ShallowMsa_025.npy,0.26,0.57,025
2bzyB_2lqwA,msa_t__ShallowMsa_019.npy,0.26,0.06,019
3meeA_4b3oB,msa_t__ShallowMsa_000.npy,0.08,0.07,000
3meeA_4b3oB,msa_t__ShallowMsa_001.npy,0.05,0.05,001
3meeA_4b3oB,msa_t__ShallowMsa_003.npy,0.09,0.08,003
3meeA_4b3oB,msa_t__ShallowMsa_002.npy,0.09,0.11,002
3meeA_4b3oB,msa_t__ShallowMsa_012.npy,0,0,012
3meeA_4b3oB,msa_t__ShallowMsa_006.npy,0.08,0.08,006
3meeA_4b3oB,msa_t__ShallowMsa_007.npy,0.07,0.07,007
3meeA_4b3oB,msa_t__ShallowMsa_013.npy,0.04,0.04,013
3meeA_4b3oB,msa_t__ShallowMsa_005.npy,0.15,0.13,005
3meeA_4b3oB,msa_t__ShallowMsa_011.npy,0.02,0.03,011
3meeA_4b3oB,msa_t__ShallowMsa_010.npy,0.04,0.04,010
3meeA_4b3oB,msa_t__ShallowMsa_004.npy,0.1,0.1,004
3meeA_4b3oB,msa_t__ShallowMsa_009.npy,0.01,0.02,009
3meeA_4b3oB,msa_t__ShallowMsa_008.npy,0.06,0.06,008
1xjuB_1xjtA,msa_t__ShallowMsa_000.npy,0.1,0.1,000
1xjuB_1xjtA,msa_t__ShallowMsa_014.npy,0,0.02,014
1xjuB_1xjtA,msa_t__ShallowMsa_015.npy,0.05,0.1,015
1xjuB_1xjtA,msa_t__ShallowMsa_001.npy,0.09,0.04,001
1xjuB_1xjtA,msa_t__ShallowMsa_017.npy,0.03,0.04,017
1xjuB_1xjtA,msa_t__ShallowMsa_003.npy,0.04,0.04,003
1xjuB_1xjtA,msa_t__ShallowMsa_002.npy,0.07,0.04,002
1xjuB_1xjtA,msa_t__ShallowMsa_016.npy,0.02,0.06,016
1xjuB_1xjtA,msa_t__ShallowMsa_012.npy,0.02,0.04,012
1xjuB_1xjtA,msa_t__ShallowMsa_006.npy,0.1,0.05,006
1xjuB_1xjtA,msa_t__ShallowMsa_007.npy,0.05,0.03,007
1xjuB_1xjtA,msa_t__ShallowMsa_013.npy,0.05,0.04,013
1xjuB_1xjtA,msa_t__ShallowMsa_005.npy,0.04,0.06,005
1xjuB_1xjtA,msa_t__ShallowMsa_011.npy,0.04,0.07,011
1xjuB_1xjtA,msa_t__ShallowMsa_010.npy,0.02,0.02,010
1xjuB_1xjtA,msa_t__ShallowMsa_004.npy,0.03,0.04,004
1xjuB_1xjtA,msa_t__ShallowMsa_009.npy,0.07,0.04,009
1xjuB_1xjtA,msa_t__ShallowMsa_008.npy,0.05,0.03,008
1xjuB_1xjtA,msa_t__ShallowMsa_020.npy,0.13,0.08,020
1xjuB_1xjtA,msa_t__ShallowMsa_018.npy,0.03,0.05,018
1xjuB_1xjtA,msa_t__ShallowMsa_019.npy,0.23,0.07,019
4tsyD_3zwgN,msa_t__ShallowMsa_000.npy,0.27,0.02,000
4tsyD_3zwgN,msa_t__ShallowMsa_001.npy,0.09,0.01,001
4tsyD_3zwgN,msa_t__ShallowMsa_003.npy,0,0,003
4tsyD_3zwgN,msa_t__ShallowMsa_002.npy,0.05,0.02,002
4tsyD_3zwgN,msa_t__ShallowMsa_006.npy,0.19,0.02,006
4tsyD_3zwgN,msa_t__ShallowMsa_007.npy,0.05,0.01,007
4tsyD_3zwgN,msa_t__ShallowMsa_005.npy,0.34,0.04,005
4tsyD_3zwgN,msa_t__ShallowMsa_011.npy,0.06,0,011
4tsyD_3zwgN,msa_t__ShallowMsa_010.npy,0.06,0,010
4tsyD_3zwgN,msa_t__ShallowMsa_004.npy,0.09,0.02,004
4tsyD_3zwgN,msa_t__ShallowMsa_009.npy,0.19,0.02,009
4tsyD_3zwgN,msa_t__ShallowMsa_008.npy,0.08,0.01,008
1jfkA_2nxqB,msa_t__ShallowMsa_000.npy,0.29,0.35,000
1jfkA_2nxqB,msa_t__ShallowMsa_014.npy,0.08,0.16,014
1jfkA_2nxqB,msa_t__ShallowMsa_015.npy,0.18,0.29,015
1jfkA_2nxqB,msa_t__ShallowMsa_001.npy,0.19,0.19,001
1jfkA_2nxqB,msa_t__ShallowMsa_017.npy,0.1,0.11,017
1jfkA_2nxqB,msa_t__ShallowMsa_003.npy,0.22,0.29,003
1jfkA_2nxqB,msa_t__ShallowMsa_002.npy,0.14,0.19,002
1jfkA_2nxqB,msa_t__ShallowMsa_016.npy,0.19,0.23,016
1jfkA_2nxqB,msa_t__ShallowMsa_012.npy,0.07,0.13,012
1jfkA_2nxqB,msa_t__ShallowMsa_006.npy,0.17,0.26,006
1jfkA_2nxqB,msa_t__ShallowMsa_007.npy,0.26,0.24,007
1jfkA_2nxqB,msa_t__ShallowMsa_013.npy,0.17,0.26,013
1jfkA_2nxqB,msa_t__ShallowMsa_005.npy,0.28,0.29,005
1jfkA_2nxqB,msa_t__ShallowMsa_011.npy,0.07,0.08,011
1jfkA_2nxqB,msa_t__ShallowMsa_010.npy,0.15,0.23,010
1jfkA_2nxqB,msa_t__ShallowMsa_004.npy,0.08,0.16,004
1jfkA_2nxqB,msa_t__ShallowMsa_021.npy,0.22,0.29,021
1jfkA_2nxqB,msa_t__ShallowMsa_009.npy,0.22,0.29,009
1jfkA_2nxqB,msa_t__ShallowMsa_008.npy,0.12,0.16,008
1jfkA_2nxqB,msa_t__ShallowMsa_020.npy,0.14,0.26,020
1jfkA_2nxqB,msa_t__ShallowMsa_022.npy,0.17,0.23,022
1jfkA_2nxqB,msa_t__ShallowMsa_018.npy,0.15,0.13,018
1jfkA_2nxqB,msa_t__ShallowMsa_019.npy,0.08,0.16,019
2z9oB_1repC,msa_t__ShallowMsa_000.npy,0.08,0.02,000
2z9oB_1repC,msa_t__ShallowMsa_014.npy,0.24,0.04,014
2z9oB_1repC,msa_t__ShallowMsa_015.npy,0.24,0.05,015
2z9oB_1repC,msa_t__ShallowMsa_001.npy,0.24,0.04,001
2z9oB_1repC,msa_t__ShallowMsa_017.npy,0.18,0.05,017
2z9oB_1repC,msa_t__ShallowMsa_003.npy,0.1,0.03,003
2z9oB_1repC,msa_t__ShallowMsa_002.npy,0.2,0.04,002
2z9oB_1repC,msa_t__ShallowMsa_016.npy,0.18,0.04,016
2z9oB_1repC,msa_t__ShallowMsa_012.npy,0.15,0.05,012
2z9oB_1repC,msa_t__ShallowMsa_006.npy,0.21,0.05,006
2z9oB_1repC,msa_t__ShallowMsa_007.npy,0.21,0.05,007
2z9oB_1repC,msa_t__ShallowMsa_013.npy,0.19,0.04,013
2z9oB_1repC,msa_t__ShallowMsa_005.npy,0.16,0.03,005
2z9oB_1repC,msa_t__ShallowMsa_011.npy,0.23,0.06,011
2z9oB_1repC,msa_t__ShallowMsa_010.npy,0.33,0.06,010
2z9oB_1repC,msa_t__ShallowMsa_004.npy,0.11,0.04,004
2z9oB_1repC,msa_t__ShallowMsa_009.npy,0.24,0.04,009
2z9oB_1repC,msa_t__ShallowMsa_008.npy,0.22,0.05,008
2z9oB_1repC,msa_t__ShallowMsa_018.npy,0.2,0.04,018
2z9oB_1repC,msa_t__ShallowMsa_019.npy,0.14,0.04,019
4h2aA_3j9cA,msa_t__ShallowMsa_000.npy,0.07,0.06,000
4h2aA_3j9cA,msa_t__ShallowMsa_001.npy,0.12,0.15,001
4h2aA_3j9cA,msa_t__ShallowMsa_003.npy,0.07,0.07,003
4h2aA_3j9cA,msa_t__ShallowMsa_002.npy,0.05,0.04,002
4h2aA_3j9cA,msa_t__ShallowMsa_006.npy,0.06,0.05,006
4h2aA_3j9cA,msa_t__ShallowMsa_007.npy,0.06,0.05,007
4h2aA_3j9cA,msa_t__ShallowMsa_005.npy,0.04,0.05,005
4h2aA_3j9cA,msa_t__ShallowMsa_011.npy,0.06,0.06,011
4h2aA_3j9cA,msa_t__ShallowMsa_010.npy,0.06,0.06,010
4h2aA_3j9cA,msa_t__ShallowMsa_004.npy,0.05,0.06,004
4h2aA_3j9cA,msa_t__ShallowMsa_009.npy,0.05,0.06,009
4h2aA_3j9cA,msa_t__ShallowMsa_008.npy,0.06,0.06,008
1nrjB_2gedB,msa_t__ShallowMsa_000.npy,0.07,0.04,000
1nrjB_2gedB,msa_t__ShallowMsa_014.npy,0.14,0.06,014
1nrjB_2gedB,msa_t__ShallowMsa_015.npy,0.08,0.03,015
1nrjB_2gedB,msa_t__ShallowMsa_001.npy,0.08,0.05,001
1nrjB_2gedB,msa_t__ShallowMsa_017.npy,0.1,0.04,017
1nrjB_2gedB,msa_t__ShallowMsa_003.npy,0.11,0.08,003
1nrjB_2gedB,msa_t__ShallowMsa_002.npy,0.09,0.05,002
1nrjB_2gedB,msa_t__ShallowMsa_016.npy,0.14,0.04,016
1nrjB_2gedB,msa_t__ShallowMsa_012.npy,0.1,0.06,012
1nrjB_2gedB,msa_t__ShallowMsa_006.npy,0.1,0.04,006
1nrjB_2gedB,msa_t__ShallowMsa_007.npy,0.12,0.05,007
1nrjB_2gedB,msa_t__ShallowMsa_013.npy,0.08,0.04,013
1nrjB_2gedB,msa_t__ShallowMsa_005.npy,0.04,0.01,005
1nrjB_2gedB,msa_t__ShallowMsa_011.npy,0.05,0.05,011
1nrjB_2gedB,msa_t__ShallowMsa_010.npy,0.15,0.04,010
1nrjB_2gedB,msa_t__ShallowMsa_004.npy,0.06,0.04,004
1nrjB_2gedB,msa_t__ShallowMsa_021.npy,0.04,0.04,021
1nrjB_2gedB,msa_t__ShallowMsa_009.npy,0.08,0.03,009
1nrjB_2gedB,msa_t__ShallowMsa_008.npy,0.14,0.05,008
1nrjB_2gedB,msa_t__ShallowMsa_020.npy,0.02,0.02,020
1nrjB_2gedB,msa_t__ShallowMsa_022.npy,0.11,0.03,022
1nrjB_2gedB,msa_t__ShallowMsa_023.npy,0.07,0.02,023
1nrjB_2gedB,msa_t__ShallowMsa_018.npy,0.05,0.04,018
1nrjB_2gedB,msa_t__ShallowMsa_024.npy,0.07,0.03,024
1nrjB_2gedB,msa_t__ShallowMsa_019.npy,0.02,0.02,019
5jytA_2qkeE,msa_t__ShallowMsa_000.npy,0.09,0.03,000
5jytA_2qkeE,msa_t__ShallowMsa_014.npy,0.12,0.03,014
5jytA_2qkeE,msa_t__ShallowMsa_028.npy,0.21,0.03,028
5jytA_2qkeE,msa_t__ShallowMsa_029.npy,0.17,0.03,029
5jytA_2qkeE,msa_t__ShallowMsa_015.npy,0.13,0.03,015
5jytA_2qkeE,msa_t__ShallowMsa_001.npy,0.26,0.04,001
5jytA_2qkeE,msa_t__ShallowMsa_017.npy,0.17,0.02,017
5jytA_2qkeE,msa_t__ShallowMsa_003.npy,0.11,0.02,003
5jytA_2qkeE,msa_t__ShallowMsa_002.npy,0.25,0.04,002
5jytA_2qkeE,msa_t__ShallowMsa_016.npy,0.1,0.02,016
5jytA_2qkeE,msa_t__ShallowMsa_012.npy,0.13,0.03,012
5jytA_2qkeE,msa_t__ShallowMsa_006.npy,0.1,0.02,006
5jytA_2qkeE,msa_t__ShallowMsa_007.npy,0.11,0.01,007
5jytA_2qkeE,msa_t__ShallowMsa_013.npy,0.12,0.02,013
5jytA_2qkeE,msa_t__ShallowMsa_005.npy,0.16,0.02,005
5jytA_2qkeE,msa_t__ShallowMsa_011.npy,0.14,0.03,011
5jytA_2qkeE,msa_t__ShallowMsa_010.npy,0.19,0.05,010
5jytA_2qkeE,msa_t__ShallowMsa_004.npy,0.13,0.02,004
5jytA_2qkeE,msa_t__ShallowMsa_021.npy,0.16,0.02,021
5jytA_2qkeE,msa_t__ShallowMsa_035.npy,0.02,0.01,035
5jytA_2qkeE,msa_t__ShallowMsa_009.npy,0.13,0.03,009
5jytA_2qkeE,msa_t__ShallowMsa_008.npy,0.22,0.03,008
5jytA_2qkeE,msa_t__ShallowMsa_034.npy,0.24,0.03,034
5jytA_2qkeE,msa_t__ShallowMsa_020.npy,0.26,0.04,020
5jytA_2qkeE,msa_t__ShallowMsa_036.npy,0.2,0.04,036
5jytA_2qkeE,msa_t__ShallowMsa_022.npy,0.15,0.02,022
5jytA_2qkeE,msa_t__ShallowMsa_023.npy,0.12,0.02,023
5jytA_2qkeE,msa_t__ShallowMsa_033.npy,0.18,0.02,033
5jytA_2qkeE,msa_t__ShallowMsa_027.npy,0.14,0.03,027
5jytA_2qkeE,msa_t__ShallowMsa_026.npy,0.21,0.03,026
5jytA_2qkeE,msa_t__ShallowMsa_032.npy,0.13,0.02,032
5jytA_2qkeE,msa_t__ShallowMsa_018.npy,0.11,0.02,018
5jytA_2qkeE,msa_t__ShallowMsa_024.npy,0.18,0.02,024
5jytA_2qkeE,msa_t__ShallowMsa_030.npy,0.19,0.04,030
5jytA_2qkeE,msa_t__ShallowMsa_031.npy,0.15,0.03,031
5jytA_2qkeE,msa_t__ShallowMsa_025.npy,0.2,0.02,025
5jytA_2qkeE,msa_t__ShallowMsa_019.npy,0.16,0.03,019
5jztG_5jzhA,msa_t__ShallowMsa_000.npy,0.07,0.04,000
5jztG_5jzhA,msa_t__ShallowMsa_001.npy,0.2,0.14,001
5jztG_5jzhA,msa_t__ShallowMsa_003.npy,0.09,0.05,003
5jztG_5jzhA,msa_t__ShallowMsa_002.npy,0.1,0.05,002
5jztG_5jzhA,msa_t__ShallowMsa_006.npy,0.06,0.02,006
5jztG_5jzhA,msa_t__ShallowMsa_007.npy,0.08,0.04,007
5jztG_5jzhA,msa_t__ShallowMsa_005.npy,0.03,0.02,005
5jztG_5jzhA,msa_t__ShallowMsa_004.npy,0.01,0,004
5jztG_5jzhA,msa_t__ShallowMsa_008.npy,0.06,0.05,008
2h44A_1rkpA,msa_t__ShallowMsa_000.npy,0.04,0.03,000
2h44A_1rkpA,msa_t__ShallowMsa_014.npy,0.04,0.06,014
2h44A_1rkpA,msa_t__ShallowMsa_028.npy,0.09,0.08,028
2h44A_1rkpA,msa_t__ShallowMsa_029.npy,0.07,0.11,029
2h44A_1rkpA,msa_t__ShallowMsa_015.npy,0.03,0.07,015
2h44A_1rkpA,msa_t__ShallowMsa_001.npy,0.12,0.11,001
2h44A_1rkpA,msa_t__ShallowMsa_017.npy,0.07,0.07,017
2h44A_1rkpA,msa_t__ShallowMsa_003.npy,0.06,0.11,003
2h44A_1rkpA,msa_t__ShallowMsa_002.npy,0.08,0.12,002
2h44A_1rkpA,msa_t__ShallowMsa_016.npy,0.06,0.07,016
2h44A_1rkpA,msa_t__ShallowMsa_012.npy,0.12,0.09,012
2h44A_1rkpA,msa_t__ShallowMsa_006.npy,0.16,0.1,006
2h44A_1rkpA,msa_t__ShallowMsa_007.npy,0.16,0.07,007
2h44A_1rkpA,msa_t__ShallowMsa_013.npy,0.07,0.07,013
2h44A_1rkpA,msa_t__ShallowMsa_039.npy,0.11,0.07,039
2h44A_1rkpA,msa_t__ShallowMsa_005.npy,0.05,0.08,005
2h44A_1rkpA,msa_t__ShallowMsa_011.npy,0.11,0.07,011
2h44A_1rkpA,msa_t__ShallowMsa_010.npy,0.08,0.07,010
2h44A_1rkpA,msa_t__ShallowMsa_004.npy,0.04,0.06,004
2h44A_1rkpA,msa_t__ShallowMsa_038.npy,0.06,0.07,038
2h44A_1rkpA,msa_t__ShallowMsa_063.npy,0.03,0.04,063
2h44A_1rkpA,msa_t__ShallowMsa_062.npy,0.03,0.04,062
2h44A_1rkpA,msa_t__ShallowMsa_060.npy,0.02,0.02,060
2h44A_1rkpA,msa_t__ShallowMsa_048.npy,0.02,0.02,048
2h44A_1rkpA,msa_t__ShallowMsa_049.npy,0.02,0.02,049
2h44A_1rkpA,msa_t__ShallowMsa_061.npy,0.02,0.03,061
2h44A_1rkpA,msa_t__ShallowMsa_059.npy,0.06,0.08,059
2h44A_1rkpA,msa_t__ShallowMsa_058.npy,0.01,0.01,058
